@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute MeanAttributeEntropy numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NoiseToSignalRatio numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute DecisionStumpKappa numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute NumberOfMissingValues numeric
@attribute J48.001.ErrRate numeric
@attribute HoeffdingAdwin.changes numeric
@attribute PercentageOfNumericFeatures numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute NaiveBayesErrRate numeric
@attribute MinMutualInformation numeric
@attribute MajorityClassPercentage numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute J48.00001.ErrRate numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute PercentageOfMissingValues numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute EquivalentNumberOfAtts numeric
@attribute DecisionStumpErrRate numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute Quartile3AttributeEntropy numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MinorityClassPerentage numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute REPTreeDepth3AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute Quartile1AttributeEntropy numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute REPTreeDepth1Kappa numeric
@attribute Dimensionality numeric
@attribute REPTreeDepth2AUC numeric
@attribute MinAttributeEntropy numeric
@attribute NaiveBayesDdm.changes numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinorityClassSize numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute MajorityClassSize numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute MaxAttributeEntropy numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute HoeffdingDDM.changes numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute NaiveBayesKappa numeric
@attribute HoeffdingDDM.warnings numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute NumberOfInstances numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.001.AUC numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute J48.0001.AUC numeric
@attribute RandomTreeDepth3AUC numeric
@attribute MeanMutualInformation numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth2AUC numeric
@attribute MinMeansOfNumericAtts numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute NumberOfFeatures numeric
@attribute NaiveBayesAUC numeric
@attribute DefaultAccuracy numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute MaxMutualInformation numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute RandomTreeDepth1AUC numeric
@attribute J48.0001.Kappa numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute REPTreeDepth2Kappa numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute J48.00001.AUC numeric
@attribute Quartile2MutualInformation numeric
@attribute J48.001.Kappa numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute NumberOfClasses numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute ClassEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute J48.0001.ErrRate numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute REPTreeDepth3Kappa numeric
@attribute DecisionStumpAUC numeric

@data
10085,1,0.337555,0,64.946013,7,21,0.742017,1.599687,6064,0.015642,0,23.333333,3.091853,0,0.074231,0,93.875928,23,0.015642,5,5.358784,-1.749179,4811.60739,64.929194,0.034464,0.036585,8728.998307,0,0.475932,85.28102,6.124072,0.857927,0.014051,0.689526,0.959137,0.036585,0.09874,246.82749,135.385525,0.871287,0.007953,0.959137,-0,1,1,231,0.259375,0.044547,32.980698,0.000502,0.854182,3541,0.014051,1.52069,0.652262,1,4.10965,0.519631,5,6.215231,2.090909,0.014051,37287.531481,3772,0.652262,0.935368,67.400767,0.935368,0.785261,0.005119,0.036585,0.785261,-12.69086,70,30,0.921867,0.938759,1,52.031788,0.959137,0.060069,0,0.785261,0.857927,2.355783,0.652262,2.233253,0.871287,10.332918,0.935368,0.00129,0.857927,100,2,0.683763,0.332351,-0.643538,0.003349,-1.941555,76.666667,0.015642,3772,0.871287,0.932213
10086,1,-1,0,?,216,1,0,0.845176,0,0.0091,1,99.539171,1.440321,0,0.024592,?,93.845085,1,0.0091,-1,0,-2.004386,14389.000208,?,0.061549,0.038277,21111483.86778,0,?,49.7426,6.154915,0.921348,0.009309,-0.576575,0.982726,0.038277,?,-9412.236634,8991.028972,0.919504,0.015075,0.982726,?,3,-1,886,?,-0.035059,5.254739,?,0.067029,13509,0.009309,?,0.669877,3,1.323893,0.818514,9,1,-1,0.009309,26074559.210526,14395,0.669877,0.957002,119.962495,0.957002,0.836175,?,0.038277,0.836175,-91638847.147731,0.460829,217,0.996606,0.938451,9,10.161132,0.982726,?,0,0.836175,0.921348,0,0.669877,1,0.919504,0.015769,0.957002,?,0.921348,0,2,-1,0.333564,-1.19037,?,-75.962778,0.460829,0.0091,0,0.919504,0.918633
125849,1,-1,0,?,14,1,0.711618,1.484498,0,0.16087,0,93.333333,0.781946,0.145162,0.276812,?,55.507246,1,0.16087,2,0,-1.99284,50.375697,?,0.144928,0.178261,1558.386209,0,?,4.277974,44.492754,0.672723,0.144928,0.737632,0.85897,0.178261,?,309.044346,134.961811,0.711618,0.021739,0.85897,?,0,2,307,?,-0.268774,38.292609,?,0.408527,383,0.144928,?,0.638516,0,4.837528,0.415591,4,0.934965,2,0.144928,2957.980941,690,0.638516,0.835956,5.137585,0.835956,0.818742,?,0.178261,0.818742,-0.928358,6.666667,15,0.817754,0.555072,6,155.388177,0.85897,?,0,0.818742,0.672723,-0.144928,0.638516,0.355583,0.711618,0.064651,0.835956,?,0.672723,0,2,0,0.991231,-1.211906,?,-1.939089,6.666667,0.16087,0,0.711618,0.85897
125850,1,2.451841,0,-1,10,1,0.093333,0.250117,0,0.338384,0,76.923077,0.090931,0.461927,0.416162,0,9.090909,3,0.363636,15,0,-0.766608,0.142436,-1,0.824242,0.750505,1.175272,0,3.906891,-0.398138,9.090909,0.6,0.759596,-0.432601,0.797438,0.775758,0.996792,-0.10318,0.699332,0.093333,0.013131,0.760474,0.996792,0,2,90,2.451841,-0.00621,0.786693,0,0.060012,90,0.754545,3.906891,0.146667,0,-0.250169,0.542222,25,0.634294,8.5,0.824242,1.881764,990,0.087778,0.882973,0.356339,0.883845,0.785804,0,0.829293,0.754383,-3.20374,7.692308,13,0.944771,0.090909,25,0.544173,0.670191,0,0,0.680581,0.61,-0.356186,0.174444,0.572517,0.164444,-0.037852,0.885036,0,0.627778,0,11,9.192388,3.459432,-0.565549,0,-0.205736,23.076923,0.354545,0,0.17,0.677468
125851,1,-1,0,?,617,0,0.039082,0.505724,0,0.180326,40,99.838188,0.441954,0.054926,0.169168,?,3.847634,1,0.179941,-1,0,-1.47377,136.429387,?,0.923945,0.795306,0.940113,40,?,3.601735,3.821983,0.812861,0.850455,-0.331068,0.910735,0.862639,?,0.064796,0.414081,0.039082,0.079261,0.855929,?,0,-1,298,?,-0.584368,0.494356,?,-0.086721,300,0.716045,?,0.102841,0,0.367358,0.824065,0,0.405964,-1,0.923945,0.811861,7797,0.036281,0.926562,10.769139,0.928158,0.853874,?,0.926638,0.803955,-0.985513,0,618,0.980894,0.038476,0,0.417447,0.727489,?,0,0.699909,0.812595,-0.143701,0.172869,0.340015,0.115513,0.202269,0.930898,?,0.812461,0,26,-1,4.700438,-0.737907,?,-2.366429,0.161812,0.180198,0,0.255302,0.728455
125852,1,0.675173,0,13.37181,294,6,0,2.24775,0,0.018695,5,98,1.472505,0.06708,0.317408,0.024531,82.093893,6,0.018695,2,0,-1.220242,76.481009,14.432384,0.179061,0.171583,22.905065,5,0.721312,7.077603,17.906107,0.936003,0.043623,2.050289,0.905441,0.171583,0.629443,9.118152,2.068419,0.836002,0.124636,0.905441,0.612899,7,2,431,0.674354,0.022675,0.219249,0.033643,1.233666,1976,0.043623,0.762784,0.435329,5,5.696836,0.31138,8,0.19446,2,0.043623,99.311267,2407,0.435329,0.978735,7.308332,0.978735,0.724969,0.046979,0.171583,0.724969,0.026225,2,300,0.823342,0.820939,8,0.580326,0.905441,0.068666,0,0.724969,0.936003,0.140263,0.435329,0.162526,0.836002,0.356174,0.978735,0.047106,0.936003,0,2,0,0.678019,-0.146747,0.060251,-1.181145,2,0.018695,0,0.836002,0.680646
125853,1,-1,0,?,123,1,0,18.640381,0,0.182669,60,99.193548,11.293966,0,0.193623,?,75.999351,1,0.182669,2,0,-1.964773,3692.300325,?,0.240006,0.244577,35.604248,50,?,306.844553,24.000649,0.468627,0.176475,20.698483,0.861448,0.244577,?,2.267365,1.080132,0.487587,0.003354,0.861448,?,11,2,8874,?,1.765883,0.366234,?,4.685757,28100,0.176475,?,0.348629,28,345.465764,0.525201,141,0.195457,2,0.176475,110.469649,36974,0.348629,0.822505,60.780756,0.822505,0.680842,?,0.244577,0.680842,0,0.806452,124,0.882217,0.759994,126,0.192311,0.861448,?,0,0.680842,0.468627,0.002813,0.348629,0.052961,0.487587,0.040136,0.822505,?,0.468627,0,2,0,0.795051,2.814173,?,-3.804792,0.806452,0.182669,0,0.487587,0.749418
125854,1,-1,0,?,14,0,0.141585,0.256451,0,0.145367,13,93.333333,0.144858,0.097999,0.142556,?,16.203192,1,0.161731,9,0,-0.864184,3.792059,?,0.739886,0.539102,15.878836,11,?,-0.030996,7.850617,0.816582,0.60004,-0.231245,0.865525,0.63086,?,2.204314,1.826849,0.141299,0.001506,0.800061,?,17,9,782,?,-0.215536,0.440675,?,0.076888,1614,0.416123,?,0.272593,17,-0.150175,0.83843,8,0.262541,9,0.740388,20.364321,9961,0.137408,0.941381,1.696545,0.943035,0.840054,?,0.737075,0.770794,-0.528716,0,15,0.985117,0.162032,15,0.516905,0.698535,?,0,0.69163,0.825922,-0.219352,0.381299,0.170276,0.312824,-0.046302,0.944638,?,0.835326,0,9,0,3.132069,-0.519879,?,-0.377769,6.666667,0.153599,0,0.529044,0.699506
125855,1,-1,0,?,60,0,0.198,0.076723,0,0.126667,0,96.774194,0.033891,3.495507,0.053333,?,16.666667,2,0.126667,-1,0,-1.217743,0.57739,?,0.668333,0.293333,15.601414,0,?,-0.566817,16.666667,0.848,0.436667,-0.759299,0.940887,0.476667,?,30.092165,9.751691,0.2,0.103333,0.893267,?,4,-1,100,?,-0.046866,13.531545,?,0.001859,100,0.226667,?,0.428,5,0.017556,0.936,3,9.56969,-1,0.666667,32.229629,600,0.192,0.940583,0.930661,0.940583,0.934062,?,0.673333,0.868363,28.154209,0,62,0.998423,0.166667,3,30.456182,0.74602,?,0,0.72477,0.848,29.729359,0.648,5.84537,0.476,30.088385,0.940583,?,0.848,0,6,-1,2.584963,-1.121306,?,-0.689684,3.225806,0.126667,0,0.728,0.76097
125857,1,-1,0,?,3100,0,0.126028,9.013447,0,0.309967,0,99.967752,6.389315,0.05726,0.308872,?,17.196057,1,0.309967,-1,0,-0.857092,1533.022729,?,0.726177,0.636364,148018.685068,0,?,98.918293,5.805038,0.649376,0.400876,21.168011,0.857763,0.636364,?,2629.295475,1599.733707,0.540604,3.396495,0.857763,?,0,-1,53,?,1.868646,1502.395919,?,3.439573,157,0.400876,?,0.279527,1,111.030435,0.649328,1,774.233966,-1,0.400876,117603.636828,913,0.279527,0.853867,39.142901,0.853867,0.642685,?,0.636364,0.642685,0.003286,0,3101,0.909971,0.171961,0,2273.279676,0.857763,?,0,0.642685,0.649376,280.660065,0.279527,502.926364,0.540604,1182.868091,0.853867,?,0.649376,0,10,-1,3.209712,6.677403,?,-0.003281,0.032248,0.309967,0,0.540604,0.600806
125859,1,-1,0,?,3182,0,0.205875,12.900903,0,0.220339,0,99.968583,10.524754,0,0.249252,?,19.341974,1,0.220339,-1,0,-1.948626,937.786915,?,0.649053,0.536391,839.574837,0,?,147.592896,5.084746,0.746126,0.258225,90.612524,0.911589,0.536391,?,1.000281,1.674647,0.701781,3.17348,0.911589,?,0,-1,51,?,6.912641,0.930314,?,8.980874,194,0.258225,?,0.387094,0,178.480448,0.715907,8,0.311411,-1,0.258225,2299.916667,1003,0.387094,0.894749,30.296776,0.894749,0.694291,?,0.536391,0.694291,0,0,3183,0.942561,0.19342,0,0.176471,0.911589,?,0,0.694291,0.746126,0.014955,0.387094,0.155006,0.701781,0.044118,0.894749,?,0.746126,0,10,-1,3.150199,51.584936,?,-0.475261,0.031417,0.220339,0,0.701781,0.657793
125861,1,-1,0,?,3012,0,0.105489,17.903667,0,0.203704,0,99.96681,14.423859,0.057104,0.278867,?,16.230937,1,0.208061,-1,0,4.922813,895.99672,?,0.753813,0.827887,3.706271,0,?,258.802161,6.427015,0.765357,0.660131,224.25655,0.748803,0.833333,?,0.030695,0.219842,0.113589,3.282135,0.695656,?,0,-1,59,?,10.235261,0.273924,?,14.478845,149,0.603486,?,0.011689,0,350.857768,0.685198,2,0.158068,-1,0.745098,1.697168,918,0.014768,0.89807,29.850916,0.899579,0.534081,?,0.827887,0.532191,0.003268,0,3013,0.932196,0.162309,1,0.029412,0.613971,?,0,0.518722,0.771462,0.006536,0.016754,0.093174,0.226336,0.013072,0.897809,?,0.770215,0,10,-1,3.236411,116.979835,?,1.849879,0.03319,0.202614,0,0.295732,0.607426
125865,1,1.683839,0,3.05483,2,2,0.732995,7.047557,32,0,0,33.333333,7.686522,0,0.02,0.001169,55.6,4,0,10,1.066667,-1.964773,3692.300325,2.386251,0.128,0.048,35.604248,0,2.856978,184.401305,44.4,1,0,19.102839,1,0.048,1,1.995889,1.269392,1,0.012,1,1,0,2,222,1.19454,1.746945,1,0.001169,3.34,278,0,2.856978,0.90198,0,93.340281,0.959675,0,0.453725,4.666667,0,110.469649,500,0.90198,1,60.780756,1,0.9627,0.415267,0.048,0.9627,-1.465547,33.333333,6,0.997813,0.556,0,0.163101,1,0.933764,0,0.9627,1,-0.206092,0.90198,0.176378,1,0.004057,1,0.310869,1,6.4,2,4.618802,0.990932,4.712704,0.933764,-3.804792,66.666667,0,32,1,0.850152
125866,1,-1,0,?,70,0,0.339268,11.603035,0,0.083234,0,98.591549,7.259345,0,0.014269,?,37.693222,1,0.083234,-1,0,-2.000963,2443.618065,?,0.441141,0.155767,302909.910229,0,?,112.889552,6.539834,0.878603,0.105826,32.7711,0.945846,0.155767,?,1866.571492,1090.560778,0.845655,0.084423,0.945846,?,3,-1,55,?,1.719151,1010.38993,?,4.71667,317,0.105826,?,0.77261,3,149.341998,0.979223,1,502.505159,-1,0.105826,120617.236728,841,0.77261,0.938943,49.388771,0.938943,0.886445,?,0.155767,0.886445,-265.690967,0,71,0.995607,0.376932,2,1700.694863,0.945846,?,0,0.886445,0.878603,0.043478,0.77261,0.340091,0.845655,500.357324,0.938943,?,0.878603,0,4,-1,1.787416,4.812644,?,-3.546061,1.408451,0.083234,0,0.845655,0.748706
125867,1,2.016975,0,47.17133,0,1,0.040279,0,0,0.80803,5,0,0,0,0.76788,0.00469,19.44793,5,0.80803,9,0,0,0,61.624215,0.804266,0.800502,0,5,2.949479,0,15.432873,0.027365,0.820577,0,0.533826,0.800502,1.108793,0,0,0.013379,0.006274,0.533826,0.99959,5,2,123,1.992654,0,0,0.014715,0,155,0.820577,3.083003,0.040965,5,0,0.077599,1,0,5.25,0.820577,0,797,0.040965,0.529474,0,0.529474,0.51751,0.041871,0.800502,0.51751,0,20,5,0.562495,0.194479,1,0,0.533826,0.061659,0,0.51751,0.027365,0,0.040965,0,0.013379,0,0.529474,0.050567,0.027365,0,6,3.304038,2.580259,0,0.06033,0,100,0.80803,0,0.013379,0.541999
125868,1,1.824281,0,-0,20,0,0.139728,4.64672,0,0,2,83.333333,4.099037,0.272753,0.36,0,16,4,0,15,0,-1.538788,1533.022729,2,0.738,0.404,148018.685068,0,3.648562,53.413172,1.2,1,0,12.390346,1,0.404,-0,3356.615402,2042.16842,1,0.048,1,-0,9,1,6,1.824281,1.622882,1845.307285,0,2.567428,80,0,3.648562,0.555211,8,37.702574,0.603091,9,983.880357,8,0,117603.636828,500,0.555211,1,39.142901,1,0.774402,1.824281,0.404,0.774402,-0.0122,0,24,0.921965,0.16,8,2773.678528,1,3.648562,0,0.774402,1,902.112605,0.555211,654.243639,1,1547.010388,1,1.824281,1,0,15,9.899495,3.648562,5.086576,3.648562,-1.390131,16.666667,0,0,1,0.686099
125869,1,-1,0,?,21,1,0.400829,3.625546,0,0.183908,1,95.454545,3.224055,0,0.170498,?,79.501916,1,0.183908,-1,0,-2.004386,14389.000208,?,0.197318,0.193487,21111483.86778,1,?,81.458845,20.498084,0.334131,0.159004,0.342473,0.77775,0.193487,?,-5269.558363,5585.442973,0.407321,0.042146,0.77775,?,1,-1,107,?,0.007646,20.945703,?,0.726693,415,0.159004,?,0.382805,1,14.215391,0.409277,1,1,-1,0.159004,26074559.210526,522,0.382805,0.727902,119.962495,0.727902,0.63691,?,0.193487,0.63691,-91638847.147731,4.545455,22,0.814412,0.795019,1,17.975651,0.77775,?,0,0.63691,0.334131,0,0.382805,0.319377,0.407321,0.139158,0.727902,?,0.334131,0,2,-1,0.731779,-1.163568,?,-75.962778,4.545455,0.183908,0,0.407321,0.73074
125870,1,-1,0,?,10936,1,0.915515,3.10714,0,0.045788,0,99.990857,2.895495,411.297531,0.021978,?,52.380952,1,0.049451,-1,0,-0.932528,539.879825,?,0.042125,0.086081,60876.021564,0,?,25.934993,47.619048,0.90103,0.042125,5.290468,0.945179,0.086081,?,3409.881472,1838.525596,0.915515,20.031136,0.945179,?,9,-1,260,?,1.149782,1675.364402,?,1.745794,286,0.042125,?,0.827719,3,16.903384,0.955959,9,860.087488,-1,0.042125,122633.023443,546,0.809024,0.946766,23.276997,0.958587,0.929855,?,0.095238,0.940324,51.191575,0.009143,10937,0.978147,0.52381,9,2792.405495,0.945179,?,0,0.915983,0.90103,938.519963,0.827115,567.696958,0.915515,1543.739194,0.958587,?,0.908329,0,2,-1,0.998364,2.135256,?,-0.243163,0.009143,0.049451,0,0.915515,0.95708
125871,1,-1,0,?,10936,1,0.813199,4.275134,0,0.084871,0,99.990857,3.680687,466.893976,0.051661,?,63.468635,1,0.090406,-1,0,-0.21905,535.614969,?,0.086716,0.081181,237943.922103,0,?,36.153521,36.531365,0.806493,0.083026,10.108003,0.931275,0.071956,?,3414.836113,2058.044419,0.813199,20.178967,0.931275,?,10,-1,198,?,1.529144,1763.70016,?,2.384832,344,0.083026,?,0.842637,10,30.864876,0.890242,10,957.255232,-1,0.086716,119276.41679,542,0.823039,0.929543,23.182402,0.936061,0.931084,?,0.081181,0.915309,44.110148,0.009143,10937,0.951781,0.634686,9,2817.340221,0.922393,?,0,0.902976,0.809836,950.398524,0.823802,638.034308,0.821911,1567.148708,0.942587,?,0.817759,0,2,-1,0.947006,4.172281,?,0.029788,0.009143,0.088561,0,0.821911,0.922393
125873,1,1.780989,0,23.832203,6,2,0,6.400759,6465,0.145101,2,40,3.063735,2.570973,0.167131,0.008187,76.071823,9,0.145612,41,0.882437,-0.18443,152.674155,11.068508,0.239282,0.167745,105604.025423,0,2.736773,30.355724,23.928177,0.550217,0.171226,4.503716,0.868764,0.197699,0.83432,31819.974766,18914.620327,0,0.000307,0.861097,0.795215,2,2,11687,1.60081,0.099927,31990.020649,0.01068,0.998195,37155,0.157876,3.441923,0.34417,0,53.177316,0.492962,15,208.357531,12.375,0.239282,189664.134597,48842,0,0.863814,11.894172,0.863814,0.866051,0.071721,0.239282,0.832942,10.078089,13.333333,15,0.891398,0.760718,9,48225.334369,0.499972,0.165423,0,0.745182,0.552757,31.502211,0.480052,9.936326,0.465157,63.962348,0.8639,0.062373,0.552757,7.411654,2,12.454919,0.793844,0.423006,0.14077,-0.316512,60,0.145101,3620,0.516623,0.759518
125874,1,1.194567,0,215.667322,37,2,0.094938,0.381921,0,0.781,0,90.243902,-0.04575,0.042808,0.827,0.003865,24,4,0.719,3,0,-1.457252,0.687219,529.912394,0.714,0.766,24536.418151,0,1.584163,-0.799104,8.9,0.089118,0.719,-1.0477,0.561943,0.764,0.999584,4239.04982,1354.844394,0.093077,0.041,0.550376,0.999584,0,2,89,0.999954,-0.44949,12.204759,0.003865,-0.168753,240,0.725,1.584163,-0.00322,0,-0.398064,0.015971,0,1.049192,2.333333,0.715,52106.178,1000,0,0.54186,1.339347,0.551801,0.525853,0.005513,0.76,0.496698,0.297755,4.878049,41,0.503416,0.24,0,76.90315,0.548146,0.007123,0,0.497088,0.08446,0.628924,0.016856,0.182206,0.093195,7.12084,0.557128,0.005552,0.056173,0,8,0.57735,2.921603,-1.213148,0.007123,-1.082923,9.756098,0.723,0,0.084828,0.549412
125875,1,1.087749,0,29.525111,8,2,0.043459,0.234974,0,0.542,0,61.538462,0.09635,0.169109,0.614,0.008174,38.4,5,0.63,3,0,-1.673238,-0.8965,60.283446,0.614,0.508,1501.848859,0,1.437922,-1.351471,8.6,0.026088,0.516,-1.391582,0.734593,0.576,0.842311,1050.559383,212.759396,0,0.026,0.695057,0.801055,0,2,43,0.983016,0.027515,146.817526,0.009477,0.132775,192,0.464,1.583911,0.176814,0,-1.220829,0.121517,0,0.789221,2.5,0.616,5108.876,500,0.043459,0.636087,0.263711,0.536327,0.693719,0.035635,0.614,0.641258,0.37604,15.384615,13,0.612477,0.384,0,2466.393565,0.497628,0.084329,0,0.560862,0.026088,0.892,0.278794,0.528356,0.264647,1.08438,0.536327,0.025018,0.183764,0,5,0.57735,2.148175,-1.499169,0.07241,-0.295219,38.461538,0.63,0,0.355695,0.559031
125876,1,1.192106,0,175.966152,37,2,-0.000171,0.39742,0,0.790667,0,90.243902,-0.027468,0.045153,0.812,0.003251,22,4,0.778667,3,0,-1.450514,1.080918,429.557852,0.790667,0.8,23983.76179,0,1.583301,-0.772946,7.6,0.044134,0.786667,-1.011967,0.51166,0.778667,0.995975,4179.324021,1345.856138,0.002223,0.054667,0.51166,0.995975,0,2,57,0.997043,-0.429733,11.829995,0.003251,-0.150517,165,0.786667,1.583301,0.025118,0,-0.39054,0.036653,0,1.047711,2.333333,0.786667,52116.153333,750,0.002712,0.508009,1.418664,0.529924,0.496321,0.006736,0.782667,0.524222,0.293677,4.878049,41,0.526625,0.22,2,77.555067,0.51166,0.010153,0,0.499,0.050357,0.639166,-0.003687,0.182933,0.002223,7.11488,0.524153,0.006806,0.042424,0,8,0.57735,2.893653,-1.191656,0.010153,-1.163255,9.756098,0.773333,0,0.002223,0.506893
125877,1,1.077114,0,227.433093,8,2,0.133131,0.271179,0,0.5,0,61.538462,0.006331,0.171972,0.567143,0.000912,35,5,0.52,3,0,-1.528108,-1.084978,335.597118,0.564286,0.55,1429.635765,0,1.437434,-1.314342,30.571429,0.228148,0.528571,-1.324997,0.631138,0.554286,0.791157,1053.522677,201.165611,0.133131,0.018571,0.623859,0.721928,0,2,214,1.002749,-0.29907,131.327125,0.001448,-0.048202,245,0.527143,1.581029,0.172113,0,-1.187669,0.152369,0,0.822023,2.5,0.564286,5157.932857,700,0.092935,0.690684,0.731166,0.670648,0.663411,0.004715,0.591429,0.643366,0.400871,15.384615,13,0.608094,0.35,0,2446.6827,0.599929,0.009882,0,0.584228,0.240815,0.964286,0.169515,0.558318,0.228542,1.228443,0.661757,0.004034,0.255204,0,3,0.57735,1.582416,-1.429774,0.008664,-0.418116,38.461538,0.511429,0,0.230618,0.599929
125878,1,1.159779,0,21.571102,8,2,0.063742,0.158933,0,0.631818,0,61.538462,0.062725,0.167961,0.662727,0.008012,27.727273,5,0.663636,3,0,-1.573978,-0.999336,44.385173,0.698182,0.713636,1489.74743,0,1.440175,-1.381385,13.909091,0.131987,0.676364,-1.415613,0.664809,0.708182,0.968623,1061.532926,210.24072,0.051882,0.011818,0.628145,0.963017,1,2,153,1.070539,0.022368,140.706019,0.01739,0.073288,305,0.634545,1.535021,0.093719,0,-1.27579,0.147228,6,0.804075,2.5,0.710909,5201.511818,1100,0.051882,0.652407,0.345886,0.633085,0.588984,0.051383,0.710909,0.595151,0.382745,15.384615,13,0.654354,0.277273,15,2462.575173,0.550766,0.078019,0,0.557412,0.153638,0.920682,0.06821,0.546701,0.137562,1.100895,0.612975,0.059752,0.190828,0,5,0.57735,2.28066,-1.540544,0.077008,-0.347342,38.461538,0.647273,0,0.193309,0.585064
125879,1,1.889212,0,520.724574,58,9,0.17586,0.262881,0,0.3072,0,57.425743,0.067313,0.011307,0.472,0.00001,46.92,43,0.3164,6,0,-2.000397,0.352479,363.949829,0.4404,0.4484,20654.214546,0,2.319727,-1.143533,7.84,0.418326,0.32,-1.24145,0.817409,0.4364,1.56786,2902.258877,625.319362,0.173043,0.0404,0.765189,0.994904,0,2,196,1.99846,-0.118478,25.692234,0.000792,0.012451,1173,0.2808,2.582016,0.186608,0,-0.899338,0.145198,4,1.296146,4,0.4432,57622.8136,2500,0.103023,0.764113,1.28197,0.767248,0.607872,0.003621,0.4784,0.61852,0.262736,8.910891,101,0.612698,0.4692,5,280.9597,0.622874,0.055511,0,0.5848,0.417149,0.958244,0.167947,0.500097,0.406328,2.2866,0.766242,0.001568,0.439142,0,3,1.431356,1.317895,-1.435514,0.00304,-0.652823,42.574257,0.3176,0,0.479458,0.587561
125880,1,-1,0,?,20,1,0,0.340829,0,0.259,0,95.238095,0.149527,0.413776,0.265,?,74.1,1,0.259,-1,0,-2.000744,-0.156227,?,0.259,0.274,0.500234,0,?,-1.720372,25.9,0,0.245,-1.978527,0.612141,0.259,?,0.468,0.485808,0,0.021,0.557868,?,0,-1,259,?,-0.094061,0.499968,?,-0.019991,741,0.237,?,0,0,-1.84858,0.063935,2,0.498851,-1,0.259,0.704,1000,0,0.498697,1.358224,0.498697,0.639621,?,0.259,0.602674,0.219,4.761905,21,0.655641,0.741,1,0.5235,0.498697,?,0,0.570402,0,0.416,0.17175,0.490976,0.110346,0.505,0.498697,?,0,0,2,-1,0.825234,-1.996483,?,-0.893328,4.761905,0.259,0,0.15998,0.554408
