@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute base numeric
@attribute sp numeric
@attribute dia numeric
@attribute cl numeric
@attribute unit numeric
@attribute ls numeric
@attribute lobjois numeric
@attribute tud_base numeric
@attribute tud_clausesf numeric
@attribute tud_resf numeric
@attribute tud_varf numeric
@attribute tud_derivativef numeric
@attribute tud_big numeric
@attribute tud_const numeric
@attribute tud_rwhf numeric
@attribute tud_xor numeric

@data
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs-shuffling-1/shuffling-1-s1289525658-of-bench-sat04-341.used-as.sat04-480.cnf.gz,1,0.404,0.336,10.1,5.104,0.092,4.704,2.068,0.036,0.04,0.044,0.012,0,0.016,0.016,0.008,0.028
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs-shuffling-1/shuffling-1-s1628049261-of-bench-sat04-339.used-as.sat04-478.cnf.gz,1,0.096,0.096,0.912,5.004,0.024,4.824,2.028,0.016,0.008,0.008,0,0,0.004,0.004,0.004,0.008
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs-shuffling-1/shuffling-1-s61431964-of-bench-sat04-342.used-as.sat04-481.cnf.gz,1,0.7,0.516,10.136,5.12,0.136,4.672,2.108,0.056,0.072,0.076,0.024,0.004,0.024,0.028,0.02,0.044
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs-shuffling-2/shuffling-2-s1137334707-of-bench-sat04-340.used-as.sat04-618.cnf.gz,1,0.188,0.172,3.604,5.044,0.044,4.768,2.036,0.024,0.016,0.02,0.004,0,0.008,0.008,0.004,0.012
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs-shuffling-2/shuffling-2-s184229172-of-bench-sat04-339.used-as.sat04-617.cnf.gz,1,0.092,0.088,0.896,5.02,0.028,4.88,2.024,0.016,0.012,0.012,0.004,0,0.004,0.004,0.004,0.008
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs-shuffling-2/shuffling-2-s192031989-of-bench-sat04-342.used-as.sat04-620.cnf.gz,1,0.688,0.5,10.14,5.096,0.144,4.68,2.112,0.056,0.056,0.068,0.016,0,0.024,0.028,0.012,0.04
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs-shuffling-2/shuffling-2-s544294839-of-bench-sat04-341.used-as.sat04-619.cnf.gz,1,0.38,0.328,10.096,5.072,0.088,4.68,2.08,0.04,0.04,0.04,0.008,0,0.012,0.012,0.008,0.024
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs/am_6_6.used-as.sat04-339.cnf.gz,1,0.092,0.084,0.904,5.02,0.064,4.92,2.032,0.016,0.008,0.008,0,0,0.004,0.004,0.004,0.004
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs/am_7_7.used-as.sat04-340.cnf.gz,1,0.192,0.176,3.632,5.036,0.148,4.736,2.032,0.024,0.016,0.02,0.004,0,0.008,0.012,0.004,0.012
industrial/SAT-Comp-2004-CNF/kukula03/addm_benchs/am_8_8.used-as.sat04-341.cnf.gz,1,0.384,0.316,10.108,5.052,0.212,4.712,2.08,0.036,0.032,0.036,0.008,0,0.016,0.016,0.008,0.024
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-1/shuffling-1-s1614425735-of-bench-sat04-302.used-as.sat04-475.cnf.gz,1,7.1,4.584,10.6,5.54,0.656,5.004,2.544,0.156,0.372,0.328,0.276,0,0.06,0.076,0.036,0.116
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-1/shuffling-1-s1699598943-of-bench-sat04-303.used-as.sat04-474.cnf.gz,1,7.132,4.792,10.584,5.576,0.692,5.12,2.564,0.156,0.368,0.32,0.272,0,0.06,0.076,0.036,0.104
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-1/shuffling-1-s1899190794-of-bench-sat04-304.used-as.sat04-473.cnf.gz,1,6.916,4.468,10.576,5.544,0.956,4.972,2.544,0.156,0.376,0.32,0.276,0,0.064,0.076,0.032,0.116
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-1/shuffling-1-s367099883-of-bench-sat04-305.used-as.sat04-472.cnf.gz,1,7.244,4.812,10.612,5.68,0.644,4.956,2.58,0.152,0.36,0.316,0.276,0.004,0.064,0.08,0.04,0.112
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-2/shuffling-2-s1843956569-of-bench-sat04-302.used-as.sat04-614.cnf.gz,1,6.968,4.504,10.552,5.552,0.764,5.052,2.54,0.16,0.372,0.324,0.272,0,0.056,0.072,0.028,0.108
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-2/shuffling-2-s669678138-of-bench-sat04-304.used-as.sat04-612.cnf.gz,1,7.292,4.812,10.628,5.58,0.8,5.072,2.584,0.156,0.364,0.316,0.272,0,0.06,0.08,0.032,0.104
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-2/shuffling-2-s78076770-of-bench-sat04-305.used-as.sat04-611.cnf.gz,1,6.996,4.676,10.572,5.548,0.604,4.96,2.536,0.16,0.4,0.364,0.304,0.02,0.092,0.112,0.052,0.132
industrial/SAT-Comp-2004-CNF/li03/li-exam-shuffling-2/shuffling-2-s84691703-of-bench-sat04-303.used-as.sat04-613.cnf.gz,1,7.18,4.764,10.612,5.62,0.756,4.972,2.54,0.164,0.4,0.368,0.296,0.016,0.088,0.108,0.048,0.128
industrial/SAT-Comp-2004-CNF/li03/li-exam/li-exam-64.used-as.sat04-302.cnf.gz,1,5.468,3.984,10.444,5.452,0.532,4.856,2.412,0.116,0.22,0.216,0.204,0,0.044,0.052,0.032,0.076
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s1070142220-of-bench-sat04-311.used-as.sat04-466.cnf.gz,1,18.424,6.536,10.62,5.592,0.94,5.136,2.596,0.244,0.804,0.6,1.032,0.012,0.096,0.116,0.04,0.172
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s1174621000-of-bench-sat04-309.used-as.sat04-468.cnf.gz,1,18.312,6.548,10.64,5.608,1.324,5.064,2.608,0.272,0.76,0.576,0.996,0,0.08,0.088,0.016,0.132
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s1719683924-of-bench-sat04-310.used-as.sat04-467.cnf.gz,1,18.64,6.868,10.66,5.64,0.984,5.204,2.664,0.224,0.76,0.568,1.012,0.012,0.128,0.14,0.08,0.2
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s1938802273-of-bench-sat04-312.used-as.sat04-465.cnf.gz,1,18.24,6.556,10.636,5.604,1.132,5.088,2.648,0.272,0.772,0.576,0.996,0,0.08,0.088,0.016,0.132
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s1950134129-of-bench-sat04-307.used-as.sat04-470.cnf.gz,1,18.244,6.568,10.636,5.62,0.796,5.012,2.644,0.232,0.752,0.56,1,0,0.128,0.124,0.056,0.188
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s292537483-of-bench-sat04-308.used-as.sat04-469.cnf.gz,1,18.364,6.728,10.644,5.632,0.808,5.116,2.66,0.268,0.768,0.588,1,0,0.08,0.08,0.024,0.124
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s590994361-of-bench-sat04-313.used-as.sat04-464.cnf.gz,1,18.268,6.568,10.64,5.608,1.336,5.088,2.656,0.252,0.784,0.588,1.028,0.02,0.128,0.148,0.064,0.184
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-1/shuffling-1-s95485215-of-bench-sat04-306.used-as.sat04-471.cnf.gz,1,18.408,6.12,10.724,5.668,0.996,5.088,2.64,0.244,0.764,0.56,0.996,0,0.088,0.1,0.044,0.16
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s1141275903-of-bench-sat04-307.used-as.sat04-609.cnf.gz,1,18.716,6.184,10.76,5.72,1.036,5.112,2.72,0.268,0.804,0.592,1.024,0,0.108,0.132,0.048,0.196
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s120869283-of-bench-sat04-313.used-as.sat04-603.cnf.gz,1,18.784,6.58,10.776,5.768,0.868,5.3,2.776,0.268,0.796,0.592,1.024,0,0.108,0.128,0.048,0.2
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s158913847-of-bench-sat04-306.used-as.sat04-610.cnf.gz,1,18.676,6.628,10.772,5.764,1.556,5.252,2.784,0.232,0.768,0.56,1.02,0.012,0.1,0.14,0.068,0.196
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s218791748-of-bench-sat04-308.used-as.sat04-608.cnf.gz,1,18.492,6.884,10.68,5.648,0.772,5.136,2.644,0.232,0.76,0.54,1,0.012,0.1,0.124,0.044,0.144
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s279405308-of-bench-sat04-309.used-as.sat04-607.cnf.gz,1,18.348,6.788,10.66,5.592,1.192,5.016,2.596,0.232,0.784,0.596,1.028,0.024,0.128,0.148,0.068,0.212
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s413000580-of-bench-sat04-310.used-as.sat04-606.cnf.gz,1,18.816,6.884,10.684,5.648,0.768,5.136,2.664,0.228,0.788,0.604,1.036,0.024,0.136,0.156,0.076,0.216
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s504782760-of-bench-sat04-312.used-as.sat04-604.cnf.gz,1,18.312,6.864,10.676,5.608,0.82,5.16,2.6,0.264,0.8,0.6,1.024,0,0.104,0.124,0.048,0.184
industrial/SAT-Comp-2004-CNF/li03/li-test4-shuffling-2/shuffling-2-s671567988-of-bench-sat04-311.used-as.sat04-605.cnf.gz,1,18.516,6.092,10.728,5.668,0.9,5.076,2.664,0.256,0.784,0.576,1.012,0,0.112,0.1,0.036,0.152
industrial/SAT-Comp-2004-CNF/li03/li-test4/li-test4-101.used-as.sat04-312.cnf.gz,1,14.916,5.84,10.5,5.472,0.6,4.9,2.488,0.16,0.46,0.396,0.868,0,0.064,0.072,0.044,0.104
industrial/SAT-Comp-2004-CNF/li03/li-test4/li-test4-94.used-as.sat04-313.cnf.gz,1,14.912,5.892,10.5,5.488,0.608,4.984,2.472,0.156,0.456,0.392,0.856,0.004,0.064,0.072,0.048,0.104
industrial/SAT-Comp-2004-CNF/li03/li-test4/li-test4-97.used-as.sat04-308.cnf.gz,1,14.912,5.836,10.484,5.46,0.6,4.94,2.46,0.164,0.484,0.408,0.884,0.004,0.072,0.076,0.048,0.116
industrial/SAT-Comp-2004-CNF/marijn/Philips-shuffling-1/shuffling-1-s1948244678-of-bench-sat04-301.used-as.sat04-476.cnf.gz,1,0.088,0.056,0.128,5,0.024,4.964,2.016,0.012,0.008,0.008,0.004,0,0.008,0.008,0.004,0.008
industrial/SAT-Comp-2004-CNF/marijn/Philips-shuffling-2/shuffling-2-s1204697340-of-bench-sat04-301.used-as.sat04-615.cnf.gz,1,0.088,0.064,0.132,5,0.028,4.968,2.02,0.016,0.004,0.004,0,0,0.004,0.004,0,0.004
industrial/SAT-Comp-2004-CNF/marijn/Philips/philips.used-as.sat04-301.cnf.gz,1,0.072,0.048,0.092,5.044,0.024,4.928,2.016,0.012,0.004,0.008,0,0,0.004,0.008,0.004,0.008
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s1514628018-of-bench-sat04-424.used-as.sat04-563.cnf.gz,1,0.756,0.32,3.62,5.052,0.084,4.636,2.056,0.028,0.14,0.056,0.008,0,0.008,0.008,0.008,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s1666656867-of-bench-sat04-427.used-as.sat04-566.cnf.gz,1,1.452,0.536,8.384,5.224,0.14,4.692,2.108,0.04,0.248,0.092,0.016,0,0.008,0.012,0.012,0.02
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s1769330284-of-bench-sat04-422.used-as.sat04-561.cnf.gz,1,0.632,0.308,2.912,5.056,0.08,4.72,2.048,0.024,0.12,0.056,0.012,0.004,0.008,0.008,0.012,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s1870372346-of-bench-sat04-423.used-as.sat04-562.cnf.gz,1,0.816,0.348,4.008,5.06,0.12,4.6,2.056,0.028,0.144,0.064,0.012,0,0.008,0.008,0.012,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s267419589-of-bench-sat04-419.used-as.sat04-558.cnf.gz,1,0.436,0.212,1.664,5.044,0.056,4.764,2.04,0.02,0.076,0.032,0.008,0,0.008,0.004,0.008,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s285126640-of-bench-sat04-421.used-as.sat04-560.cnf.gz,1,0.656,0.304,3.252,5.064,0.084,4.676,2.052,0.028,0.112,0.044,0.004,0,0.004,0.004,0.004,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s409894747-of-bench-sat04-426.used-as.sat04-565.cnf.gz,1,1.156,0.508,6.488,5.096,0.148,4.7,2.088,0.032,0.196,0.072,0.012,0,0.008,0.012,0.016,0.02
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s458350434-of-bench-sat04-425.used-as.sat04-564.cnf.gz,1,1.196,0.48,7.08,5.08,0.116,4.8,2.1,0.032,0.204,0.076,0.016,0.004,0.012,0.012,0.016,0.02
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s562318426-of-bench-sat04-420.used-as.sat04-559.cnf.gz,1,0.384,0.18,1.456,5.04,0.056,4.708,2.032,0.02,0.072,0.032,0.008,0,0.004,0.008,0.004,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-1/shuffling-1-s875444519-of-bench-sat04-428.used-as.sat04-567.cnf.gz,1,1.412,0.58,7.9,5.112,0.18,4.804,2.112,0.036,0.24,0.092,0.016,0.004,0.012,0.012,0.016,0.024
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s113738192-of-bench-sat04-420.used-as.sat04-697.cnf.gz,1,0.408,0.196,1.468,5.024,0.06,4.716,2.036,0.024,0.068,0.028,0.004,0,0,0.004,0,0.004
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s1446184795-of-bench-sat04-423.used-as.sat04-700.cnf.gz,1,0.824,0.356,3.968,5.076,0.088,4.624,2.064,0.024,0.14,0.056,0.012,0,0.008,0.008,0.012,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s1466302401-of-bench-sat04-427.used-as.sat04-704.cnf.gz,1,1.6,0.576,8.464,5.096,0.16,4.872,2.12,0.04,0.252,0.092,0.016,0,0.008,0.012,0.012,0.02
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s216507367-of-bench-sat04-422.used-as.sat04-699.cnf.gz,1,0.612,0.284,2.952,5.044,0.092,4.672,2.052,0.024,0.104,0.044,0.004,0,0.004,0.004,0.008,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s319656492-of-bench-sat04-426.used-as.sat04-703.cnf.gz,1,1.116,0.456,6.488,5.084,0.112,4.708,2.088,0.036,0.184,0.064,0.008,0,0.008,0.008,0.008,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s394545217-of-bench-sat04-419.used-as.sat04-696.cnf.gz,1,0.424,0.212,1.664,5.044,0.056,4.764,2.04,0.02,0.08,0.032,0.008,0,0.004,0.004,0.008,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s433859593-of-bench-sat04-424.used-as.sat04-701.cnf.gz,1,0.788,0.336,3.6,5.068,0.084,4.656,2.056,0.024,0.136,0.052,0.008,0.004,0.008,0.008,0.012,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s663936811-of-bench-sat04-421.used-as.sat04-698.cnf.gz,1,0.66,0.352,3.5,5.06,0.1,4.652,2.06,0.024,0.128,0.048,0.012,0.004,0.008,0.008,0.012,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s709151728-of-bench-sat04-425.used-as.sat04-702.cnf.gz,1,1.22,0.52,7.1,5.1,0.144,4.688,2.1,0.032,0.2,0.072,0.012,0,0.008,0.012,0.016,0.024
industrial/SAT-Comp-2004-CNF/maris03/gripper-shuffling-2/shuffling-2-s757623650-of-bench-sat04-428.used-as.sat04-705.cnf.gz,1,1.392,0.528,7.744,5.112,0.164,4.712,2.104,0.04,0.232,0.08,0.016,0,0.008,0.012,0.012,0.016
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper10.used-as.sat04-419.cnf.gz,1,0.312,0.18,0.836,5.028,0.072,4.828,2.048,0.02,0.06,0.024,0.004,0,0,0.004,0.004,0.004
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper10u.used-as.sat04-420.cnf.gz,1,0.292,0.168,0.744,5.036,0.068,4.868,2.032,0.016,0.064,0.028,0.004,0.004,0.004,0.008,0.008,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper11.used-as.sat04-421.cnf.gz,1,0.464,0.248,1.52,5.06,0.096,4.796,2.048,0.02,0.096,0.04,0.008,0,0.008,0.008,0.012,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper11u.used-as.sat04-422.cnf.gz,1,0.444,0.24,1.384,5.044,0.096,4.776,2.048,0.024,0.092,0.036,0.004,0,0.004,0.004,0.008,0.008
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper12.used-as.sat04-423.cnf.gz,1,0.56,0.284,1.824,5.064,0.116,4.848,2.056,0.024,0.12,0.044,0.008,0,0.004,0.004,0.008,0.008
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper12u.used-as.sat04-424.cnf.gz,1,0.54,0.272,1.668,5.068,0.116,4.8,2.06,0.024,0.112,0.044,0.008,0,0.008,0.004,0.008,0.008
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper13.used-as.sat04-425.cnf.gz,1,0.812,0.392,3.284,5.096,0.16,4.848,2.096,0.028,0.164,0.06,0.012,0,0.012,0.012,0.016,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper13u.used-as.sat04-426.cnf.gz,1,0.784,0.384,3.008,5.088,0.152,4.848,2.1,0.028,0.16,0.06,0.008,0,0.004,0.008,0.012,0.012
industrial/SAT-Comp-2004-CNF/maris03/gripper/gripper14.used-as.sat04-427.cnf.gz,1,0.968,0.44,3.84,5.108,0.184,4.888,2.108,0.032,0.192,0.068,0.012,0,0.008,0.008,0.012,0.012
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s1025511904-of-bench-sat04-438.used-as.sat04-577.cnf.gz,1,2.828,0.928,6.788,5.284,0.336,4.744,2.268,0.06,0.1,0.116,0.02,0,0.024,0.032,0.016,0.044
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s1354984697-of-bench-sat04-434.used-as.sat04-573.cnf.gz,1,56.652,20.728,23.228,17.7,16.232,17.384,14.404,2.988,6.86,8.492,1.816,0.444,1.844,2.356,1.324,3.152
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s147121172-of-bench-sat04-433.used-as.sat04-572.cnf.gz,1,80.724,25.192,27.136,21.872,30.816,22.008,18.84,4.292,8.624,11.26,1.532,0.524,2.2,3.296,1.484,3.616
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s1722048485-of-bench-sat04-437.used-as.sat04-576.cnf.gz,1,2.972,1.124,7.036,5.296,0.372,4.82,2.308,0.06,0.088,0.108,0.02,0,0.024,0.032,0.02,0.044
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s2049964664-of-bench-sat04-432.used-as.sat04-571.cnf.gz,1,20.76,5.012,11.912,6.932,2.572,6.352,4.104,0.512,0.992,1.288,0.32,0.112,0.42,0.548,0.352,0.776
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s342491719-of-bench-sat04-439.used-as.sat04-578.cnf.gz,1,76.536,25.076,24.536,19.38,55.588,20.448,16.532,3.5,8.4,9.512,1.808,0.4,1.812,2.4,1.668,3.464
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s472031984-of-bench-sat04-430.used-as.sat04-569.cnf.gz,1,55.284,18.372,20.552,16.068,24.264,16.184,12.732,3.508,6.856,6.9,0.552,0,0.516,0.708,0,1.28
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s53191867-of-bench-sat04-436.used-as.sat04-575.cnf.gz,1,155.904,41.848,38.088,31.536,92.836,33.292,29.524,7.284,15.16,16.688,2.28,0,3.116,3.856,2.236,5.012
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s652240044-of-bench-sat04-431.used-as.sat04-570.cnf.gz,1,35.288,12.472,16.296,11.308,17.968,11.016,8.36,1.716,3.752,4.08,0.664,0,0.576,0.836,0.324,1.1
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s747993272-of-bench-sat04-429.used-as.sat04-568.cnf.gz,1,140.348,33.792,33.252,27.632,56.196,29.296,24.948,6.284,11.992,14.096,1.976,0.24,2.532,3.624,1.732,4.976
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-1/shuffling-1-s810499108-of-bench-sat04-435.used-as.sat04-574.cnf.gz,1,53.316,19.868,22.24,17.304,21.2,17.248,13.904,4.032,7.82,7.752,0.432,0,0.4,0.736,0,1.692
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s1024720616-of-bench-sat04-433.used-as.sat04-710.cnf.gz,1,84.536,26.644,26.184,21.14,41.028,22.692,19.468,4.928,9.572,10.716,0.884,0,1.596,2.64,1.024,3.212
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s1080347346-of-bench-sat04-432.used-as.sat04-709.cnf.gz,1,20.592,5.236,11.952,6.916,2.228,6.284,4.068,0.444,0.84,1.088,0.224,0.068,0.328,0.46,0.276,0.608
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s122749197-of-bench-sat04-439.used-as.sat04-716.cnf.gz,1,70.852,22.5,24.052,19.184,18.32,20.568,17.252,3.888,8.188,9.18,1.38,0,1.676,2.368,1.46,2.96
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s1241010979-of-bench-sat04-429.used-as.sat04-706.cnf.gz,1,128.216,32.96,33.368,26.92,35.124,29.392,24.792,6.528,12.548,13.916,2.268,0,2.588,3.532,1.652,4.444
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf.gz,1,55.152,21.124,23.536,18.736,22.532,18.124,15.412,3.52,7.104,8.176,1.072,0,1.3,1.952,1,2.544
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s1712089181-of-bench-sat04-436.used-as.sat04-713.cnf.gz,1,156.728,40.82,36.228,30.372,34.864,32.344,29.344,7.512,15,16.836,1.968,0.028,3.116,3.704,1.78,4.852
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s180942410-of-bench-sat04-435.used-as.sat04-712.cnf.gz,1,53.104,20.592,22.148,16.62,26.308,17.7,14.844,3.452,7.328,8.288,1.328,0,1.336,2.152,1.052,2.644
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s600266287-of-bench-sat04-431.used-as.sat04-708.cnf.gz,1,36.056,13.368,16.144,11.224,13.344,10.892,8.184,1.396,3.316,3.904,0.888,0.168,0.772,1.12,0.608,1.572
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s903327482-of-bench-sat04-438.used-as.sat04-715.cnf.gz,1,2.904,0.996,6.872,5.272,0.332,4.772,2.288,0.06,0.1,0.12,0.024,0.004,0.028,0.036,0.02,0.048
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s961664232-of-bench-sat04-430.used-as.sat04-707.cnf.gz,1,60.188,18.888,21.44,16.38,19.192,16.096,13.284,3.184,6.244,7.292,1.008,0.14,1.528,1.468,0.812,2.2
industrial/SAT-Comp-2004-CNF/schuppan03/l2s-shuffling-2/shuffling-2-s990144954-of-bench-sat04-437.used-as.sat04-714.cnf.gz,1,3.144,1.132,7.156,5.256,0.296,4.832,2.26,0.064,0.096,0.116,0.02,0,0.024,0.028,0.016,0.044
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/abp4-1-k31-unsat.used-as.sat04-438.cnf.gz,1,2.1,0.928,3.5,5.216,0.436,4.836,2.204,0.052,0.084,0.096,0.016,0,0.024,0.028,0.02,0.04
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/bc56-sensors-2-k592-unsat.used-as.sat04-429.cnf.gz,1,124.264,22.412,22.892,17.904,40.332,18.504,14.9,2.692,8.668,9.888,1.22,0.016,1.268,1.44,0.956,2.456
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/bc57-sensors-1-k303-unsat.used-as.sat04-430.cnf.gz,1,49.64,13.424,16.392,11.408,17.028,11.312,8.424,1.376,4.44,4.976,0.58,0.004,0.608,0.724,0.46,1.212
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/dme-03-1-k247-unsat.used-as.sat04-431.cnf.gz,1,28.64,9.628,13.704,8.72,12.132,8.312,5.72,0.74,2.26,2.448,0.424,0,0.364,0.416,0.28,0.644
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/guidance-1-k56-unsat.used-as.sat04-432.cnf.gz,1,16.296,3.848,11.404,6.408,3.784,5.808,3.388,0.308,0.64,0.756,0.104,0,0.144,0.176,0.116,0.256
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/motors-stuck-1-k407-unsat.used-as.sat04-433.cnf.gz,1,75.976,16.972,19.804,14.908,48.064,14.992,11.808,2.036,6.86,7.604,0.892,0.02,0.968,1.084,0.712,1.76
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/motors-stuck-2-k314-unsat.used-as.sat04-434.cnf.gz,1,48.996,14.24,17.028,11.98,20.352,11.908,9.02,1.552,5.196,5.792,0.66,0,0.708,0.84,0.532,1.472
industrial/SAT-Comp-2004-CNF/schuppan03/l2s/motors-stuck-2-k315-sat.used-as.sat04-435.cnf.gz,1,49.184,14.3,17.072,12.008,20.572,11.924,9.056,1.536,5.132,5.748,0.66,0.008,0.728,0.856,0.536,1.384
industrial/SAT-Comp-2004-CNF/simon03/sat02-shuffling-1/shuffling-1-s1179492673-of-bench-sat04-362.used-as.sat04-501.cnf.gz,1,6.164,3.624,11.996,7.192,2.264,6.384,4.112,0.82,0.5,0.624,0.168,0,0.368,0.5,0.216,0.716
industrial/SAT-Comp-2004-CNF/simon03/sat02-shuffling-1/shuffling-1-s1485189478-of-bench-sat04-366.used-as.sat04-505.cnf.gz,1,15.092,2.976,11.124,6.128,1.272,5.612,3.232,0.296,0.808,0.968,0.232,0.056,0.196,0.24,0.168,0.324
