@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute num_nodes numeric
@attribute cost_matrix_avg numeric
@attribute cost_matrix_std numeric
@attribute cost_matrix_skew numeric
@attribute stdTime numeric
@attribute mst_length numeric
@attribute mst_length_avg numeric
@attribute mst_length_std numeric
@attribute mst_length_skew numeric
@attribute mst_degree_avg numeric
@attribute mst_degree_std numeric
@attribute mst_degree_skew numeric
@attribute mstTime numeric
@attribute cluster_distance_avg numeric
@attribute cluster_distance_std numeric
@attribute cluster_distance_skew numeric
@attribute clusterTime numeric
@attribute tour_const_heu_avg numeric
@attribute tour_const_std numeric
@attribute tour_const_skew numeric
@attribute ls_impov_per_step_avg numeric
@attribute ls_impov_per_step_std numeric
@attribute ls_impov_per_step_skew numeric
@attribute ls_steps_2lm_avg numeric
@attribute ls_steps_2lm_std numeric
@attribute ls_steps_2lm_skew numeric
@attribute ls_maxdist_avg numeric
@attribute ls_maxdist_std numeric
@attribute ls_maxdist_skew numeric
@attribute ls_bestsol_avg numeric
@attribute ls_bestsol_std numeric
@attribute ls_bestsol_skew numeric
@attribute ls_backbone_avg numeric
@attribute ls_backbone_std numeric
@attribute ls_backbone_skew numeric
@attribute lpTime numeric
@attribute bc_improv_per_cut_avg numeric
@attribute bc_improv_per_cut_std numeric
@attribute bc_improv_per_cut_skew numeric
@attribute bc_upper_lower_ratio numeric
@attribute bc_no1s_min numeric
@attribute bc_no1s_q25 numeric
@attribute bc_no1s_q50 numeric
@attribute bc_no1s_q75 numeric
@attribute bc_no1s_max numeric
@attribute bc_p1s numeric
@attribute bc_pn1s numeric
@attribute bcTime numeric
@attribute acc numeric
@attribute acfTime numeric
@attribute angle_min numeric
@attribute angle_median numeric
@attribute angle_mean numeric
@attribute angle_max numeric
@attribute angle_sd numeric
@attribute angle_span numeric
@attribute angle_coef_of_var numeric
@attribute centroid_centroid_x numeric
@attribute centroid_centroid_y numeric
@attribute centroid_dist_min numeric
@attribute centroid_dist_median numeric
@attribute centroid_dist_mean numeric
@attribute centroid_dist_max numeric
@attribute centroid_dist_sd numeric
@attribute centroid_dist_span numeric
@attribute centroid_dist_coef_of_var numeric
@attribute cluster_01pct_number_of_clusters numeric
@attribute cluster_01pct_mean_distance_to_centroid numeric
@attribute cluster_05pct_number_of_clusters numeric
@attribute cluster_05pct_mean_distance_to_centroid numeric
@attribute cluster_10pct_number_of_clusters numeric
@attribute cluster_10pct_mean_distance_to_centroid numeric
@attribute bounding_box_10_ratio_of_cities_outside_box numeric
@attribute bounding_box_20_ratio_of_cities_outside_box numeric
@attribute bounding_box_30_ratio_of_cities_outside_box numeric
@attribute chull_area numeric
@attribute chull_points_on_hull numeric
@attribute distance_distances_shorter_mean_distance numeric
@attribute distance_distinct_distances numeric
@attribute distance_mode_frequency numeric
@attribute distance_mode_quantity numeric
@attribute distance_mode_mean numeric
@attribute distance_mean_tour_length numeric
@attribute distance_sum_of_lowest_edge_values numeric
@attribute distance_min numeric
@attribute distance_median numeric
@attribute distance_mean numeric
@attribute distance_max numeric
@attribute distance_sd numeric
@attribute distance_span numeric
@attribute distance_coef_of_var numeric
@attribute modes_number numeric
@attribute mst_depth_min numeric
@attribute mst_depth_median numeric
@attribute mst_depth_mean numeric
@attribute mst_depth_max numeric
@attribute mst_depth_sd numeric
@attribute mst_depth_span numeric
@attribute mst_depth_coef_of_var numeric
@attribute mst_dists_min numeric
@attribute mst_dists_median numeric
@attribute mst_dists_mean numeric
@attribute mst_dists_max numeric
@attribute mst_dists_sd numeric
@attribute mst_dists_span numeric
@attribute mst_dists_coef_of_var numeric
@attribute mst_dists_sum numeric
@attribute nnds_min numeric
@attribute nnds_median numeric
@attribute nnds_mean numeric
@attribute nnds_max numeric
@attribute nnds_sd numeric
@attribute nnds_span numeric
@attribute nnds_coef_of_var numeric
@attribute popbestmin numeric
@attribute popbestmed numeric
@attribute popbestavg numeric
@attribute popbestmax numeric
@attribute popavgmin numeric
@attribute popavgmed numeric
@attribute popavgavg numeric
@attribute popavgmax numeric

@data
rue_1500-798,1,1500,521290.295817,0.474259,5.733062,0.16,0.032229,0.03225,0.473974,3.658273,1.998667,0.342767,6.119227,0.08,0.061332,0.101131,3.557703,15.21,0.043854,0,0,0.005642,0.000368,-0.493853,0.067267,0.0002,-0.375,0.180067,0.014115,-0.747569,54.100505,0.039596,0.928142,0.800427,0.316784,-0.755589,1.43,0.002559,1.950663,0.537406,0.011078,0.066667,0.5,0.5,0.5,0.933333,0.89,0.223333,0.25,691.030579,1.38,0,1.506092,1.539404,3.141593,0.902249,3.141593,0.586103,0.500433,0.496534,0.018104,0.396879,0.382727,0.687947,0.141102,0.669843,0.368674,1,0.382727,1,0.382727,1,0.382727,0.342,0.653333,0.846667,0.982945,0.016,0.51245,1,1500,0,0,1564.128969,20.45186,0,0.512118,0.521029,1.352844,0.247551,1.352844,0.475119,2,1,5,18.221333,131,28.69583,130,1.574848,0.000513,0.016469,0.016815,0.045122,0.007972,0.044609,0.474132,0.000022,0,0.29282,0.33261,0.983255,0.234598,0.983255,0.705323,0.992701,0.995593,0.996017,0.999241,0.992178,0.995143,0.995287,0.998913
rue_1500-799,1,1500,523533.57613,0.473762,5.8631,0.16,0.032526,0.032547,0.465081,4.637147,1.998667,0.337369,6.323052,0.08,0.061976,0.086637,-1.19511,12.55,0.04186,0,-0,0.006611,0.001338,-1.145644,0.066667,0,-0,0.160733,0.028412,-1.145644,54.283682,0.002951,1.143416,0.865052,0.245069,-0.635552,1.3,0.00204,2.328462,0.42162,0.012275,0.0625,0.5,0.5,0.5,0.9375,0.900667,0.2,0.27,810.435353,1.37,0.00221,1.519157,1.536136,3.138593,0.904143,3.136383,0.588582,0.506514,0.495389,0.023298,0.401749,0.385408,0.697529,0.139285,0.674231,0.361396,1,0.385408,1,0.385408,1,0.385408,0.366667,0.651333,0.849333,0.992345,0.012667,0.511711,1,1500,0,0,1571.700919,20.866529,0,0.515054,0.523551,1.372261,0.248489,1.372261,0.474623,3,1,5,15.941333,110,23.479951,109,1.472898,0.000403,0.017043,0.017052,0.042613,0.007933,0.042209,0.465236,0.000022,0,0.293943,0.333396,0.990061,0.237821,0.990061,0.713328,0.993386,0.996064,0.996269,0.99955,0.992568,0.995393,0.995512,0.998975
rue_1500-8,1,1500,525495.338868,0.47392,6.415955,0.16,0.032005,0.032026,0.475968,4.527649,1.998667,0.331883,6.02687,0.08,0.061416,0.081972,-1.600977,9.17,0.042449,0,0,0.006566,0.0008,-2.44949,0.062533,0.00098,-2.44949,0.159733,0.019923,-2.44949,53.525559,0.05958,2.449494,0.859599,0.23086,-0.872856,1.47,0.002346,2.529412,0.430462,0.015468,0.01,0.5,0.5,0.5,0.99,0.862667,0.281333,0.31,764.489071,1.4,0.000367,1.481332,1.529266,3.141225,0.91067,3.140858,0.595495,0.500217,0.495453,0.003821,0.401669,0.386866,0.704677,0.139199,0.700856,0.359811,1,0.386866,1,0.386866,1,0.386866,0.358,0.654,0.86,0.990083,0.012,0.509558,1,1500,0,0,1576.755642,20.293513,0,0.518084,0.525235,1.385124,0.249372,1.385124,0.474781,3,1,5,18.442,128,28.582219,127,1.549844,0.000298,0.016786,0.016833,0.050947,0.008014,0.05065,0.476127,0.000021,0,0.280179,0.323832,0.963319,0.231894,0.963319,0.716093,0.993042,0.996177,0.995772,0.999075,0.992256,0.995086,0.995271,0.998861
rue_1500-80,1,1500,516425.158481,0.475573,5.18652,0.16,0.032691,0.032712,0.478492,3.495828,1.998667,0.339834,5.967071,0.08,0.063808,0.08842,-6.235079,8.87,0.043666,0,0,0.00636,0.001258,-0.446952,0.0614,0.001724,2.249572,0.145467,0.020576,-0.446866,54.751944,0.060981,-4.340963,0.794492,0.305079,-0.844325,1.7,0.002262,2.544199,0.390474,0.01604,0.125,0.5,0.5,0.5,0.875,0.906667,0.189333,0.27,897.381861,1.38,0.001505,1.414663,1.486075,3.137479,0.913471,3.135974,0.614687,0.491702,0.509775,0.01618,0.397344,0.377925,0.702733,0.144036,0.686553,0.381122,1,0.377723,1,0.377925,1,0.377925,0.342,0.639333,0.833333,0.989095,0.012,0.515037,1,1500,0,0,1550.044297,20.374277,0,0.505659,0.516337,1.385666,0.246,1.385666,0.476433,2,1,5,26.074,177,43.574117,176,1.671171,0.000043,0.016358,0.016902,0.052479,0.00809,0.052436,0.478651,0.000022,0,0.298913,0.334895,0.970012,0.231983,0.970012,0.692702,0.993501,0.996067,0.996421,0.999234,0.992139,0.994964,0.9952,0.998935
rue_1500-800,1,1500,515867.159383,0.473759,5.57247,0.16,0.032581,0.032602,0.468612,3.824419,1.998667,0.331883,7.219523,0.08,0.061639,0.090822,2.893739,13.32,0.043657,0,0,0.005437,0.000644,0.892564,0.064533,0.001067,0.666667,0.146733,0.005037,-0.477259,54.683464,0.022391,-1.048071,0.822368,0.302808,-0.672511,1.46,0.002142,2.500752,0.41876,0.015014,0.111111,0.5,0.5,0.5,0.888889,0.894667,0.216667,0.28,864.466957,1.38,0.000661,1.520132,1.541918,3.138783,0.918992,3.138122,0.596005,0.488476,0.496809,0.013054,0.392947,0.378988,0.6942,0.139052,0.681147,0.366904,1,0.378988,1,0.378988,1,0.378988,0.357333,0.640667,0.840667,0.987417,0.012,0.512521,1,1500,0,0,1548.261037,20.600196,0,0.506869,0.515743,1.372237,0.244782,1.372237,0.47462,2,1,6,18.291333,116,26.124244,115,1.428231,0.000622,0.016426,0.016826,0.043346,0.007887,0.042724,0.468768,0.000022,0,0.286629,0.327067,0.972202,0.228034,0.972202,0.697208,0.993457,0.99588,0.995968,0.999159,0.99241,0.995117,0.995337,0.998901
rue_1500-801,1,1500,518979.361502,0.477281,4.813416,0.16,0.032508,0.03253,0.472715,2.804641,1.998667,0.333888,9.158774,0.08,0.061169,0.104833,0.875026,14.08,0.042736,0,-0,0.007234,0.001879,-2.449106,0.060067,0.0058,2.431767,0.133733,0.022399,-2.407616,54.677949,0.030901,-1.471745,0.789058,0.297466,-0.940203,1.55,0.002499,2.279999,0.45477,0.014912,0.166667,0.5,0.5,0.5,0.833333,0.878,0.249333,0.23,638.80286,1.38,0.002015,1.584367,1.546226,3.141119,0.915044,3.139104,0.591792,0.503594,0.501368,0.014345,0.391848,0.379504,0.701654,0.146637,0.68731,0.38639,1,0.379504,1,0.379504,1,0.379504,0.348667,0.631333,0.828667,0.986364,0.012,0.514493,1,1500,0,0,1558.231417,20.381232,0,0.508642,0.519064,1.381515,0.248184,1.381515,0.478138,1,1,5,18.580667,128,28.525953,127,1.535249,0.000411,0.016689,0.016896,0.054606,0.00799,0.054195,0.472873,0.000022,0,0.303922,0.340279,0.985948,0.236255,0.985948,0.694296,0.993248,0.995972,0.996048,0.999058,0.992312,0.995157,0.995372,0.998987
rue_1500-802,1,1500,520358.446336,0.474627,5.496722,0.16,0.032914,0.032936,0.450462,12.991322,1.998667,0.343254,7.963134,0.07,0.060547,0.074963,-0.972472,12.21,0.042309,0,0,0.006794,0.002003,-2.44949,0.063333,0,0,0.156667,0.008165,2.44949,55.054288,0.100817,2.449491,0.845547,0.237613,-1.001084,1.35,0.002533,2.285478,0.456085,0.015164,0.166667,0.5,0.5,0.5,0.833333,0.891333,0.22,0.24,730.531168,1.38,0.001312,1.516432,1.553849,3.138737,0.87866,3.137424,0.565473,0.515234,0.497121,0.010297,0.399819,0.381857,0.696592,0.141459,0.686295,0.370449,1,0.381857,1,0.381857,1,0.381857,0.362667,0.649333,0.846,0.986096,0.012,0.514052,1,1500,0,0,1561.25176,21.167688,0,0.510072,0.52007,1.369158,0.247287,1.369158,0.475487,1,1,5,23.398,158,37.207202,157,1.590187,0.00049,0.017238,0.01714,0.04091,0.007724,0.04042,0.450612,0.000022,0,0.301933,0.333736,0.960872,0.231743,0.960872,0.694388,0.992897,0.995703,0.995771,0.999128,0.992767,0.995454,0.995622,0.999017
rue_1500-803,1,1500,518102.536775,0.47624,5.111783,0.16,0.03244,0.032462,0.469866,2.8712,1.998667,0.328344,7.766675,0.08,0.062261,0.108849,-31.865495,14.19,0.041272,0,-0,0.00746,0.000572,-0.737522,0.057667,0.005604,1.141558,0.157,0.012181,0.670488,54.228784,0.028964,0.755743,0.788644,0.3176,-0.828674,1.4,0.003142,2.032893,0.52409,0.01505,0.125,0.5,0.5,0.5,0.875,0.896,0.21,0.23,801.46138,1.38,0.006999,1.485478,1.527455,3.139396,0.909287,3.132398,0.595296,0.500666,0.495999,0.024407,0.398264,0.379627,0.696734,0.143726,0.672327,0.378599,1,0.379627,1,0.379627,1,0.379627,0.342,0.636,0.832,0.989653,0.012,0.513977,1,1500,0,0,1555.320124,20.595182,0,0.508239,0.518094,1.377933,0.247182,1.377933,0.477099,2,1,6,16.008,95,21.937322,94,1.370397,0.000894,0.016295,0.01683,0.050748,0.00791,0.049854,0.470023,0.000022,0,0.28706,0.330843,0.990136,0.234192,0.990136,0.707865,0.992428,0.995791,0.995793,0.99939,0.992115,0.995059,0.995217,0.998968
rue_1500-804,1,1500,524684.926154,0.474979,5.734116,0.16,0.032334,0.032355,0.468005,5.193935,1.998667,0.338357,8.474255,0.08,0.059513,0.108884,2.158011,15.78,0.042356,0,-0,0.004731,0.000654,1.118593,0.0636,0.005088,-0.409281,0.164667,0.017354,-0.394405,54.227988,0.012045,-1.018009,0.796178,0.317478,-0.780826,1.48,0.00268,2.289835,0.468768,0.015869,0.090909,0.5,0.5,0.5,0.909091,0.881333,0.242,0.25,706.102597,1.39,0.003308,1.614301,1.589981,3.137726,0.918838,3.134418,0.577892,0.495772,0.487216,0.008513,0.396792,0.386183,0.69793,0.140129,0.689417,0.362855,1,0.386183,1,0.386183,1,0.386183,0.362667,0.634667,0.854,0.985486,0.015333,0.510968,1,1500,0,0,1574.85638,20.783761,0,0.516508,0.524602,1.376105,0.249626,1.376105,0.475839,2,1,5,15.092,114,23.64248,113,1.566557,0.000603,0.016936,0.016985,0.045043,0.007952,0.044441,0.468161,0.000022,0,0.275477,0.321802,0.980288,0.233718,0.980288,0.726279,0.993551,0.995884,0.99626,0.99961,0.992514,0.99521,0.9954,0.99885
rue_1500-805,1,1500,510266.92279,0.476999,4.521037,0.16,0.033433,0.033455,0.453079,3.572474,1.998667,0.343254,5.332838,0.08,0.063608,0.088992,-1.01008,11.09,0.043385,0,0,0.007344,0.001377,-2.307194,0.066,0.000843,1.686548,0.174667,0.020887,-1.843766,55.892197,0.061105,-0.851272,0.82012,0.287044,-0.749654,1.47,0.002397,2.300525,0.452436,0.014601,0.083333,0.5,0.5,0.5,0.916667,0.873333,0.257333,0.27,753.864702,1.39,0.009585,1.561847,1.556179,3.136226,0.917114,3.126641,0.589337,0.494296,0.504549,0.013968,0.387712,0.373221,0.692307,0.145537,0.678339,0.38995,1,0.373221,1,0.373221,1,0.373221,0.346,0.622667,0.822,0.986412,0.011333,0.517624,1,1500,0,0,1534.440461,21.212638,0,0.498878,0.511139,1.367348,0.244251,1.367348,0.477857,1,1,5,20.768667,142,32.76478,141,1.577606,0.00035,0.016865,0.017112,0.045579,0.007755,0.045229,0.45323,0.000022,0,0.298629,0.336885,0.981814,0.232567,0.981814,0.690345,0.993883,0.996676,0.996691,0.999558,0.992961,0.995549,0.995719,0.999002
rue_1500-806,1,1500,515922.604992,0.476324,4.939455,0.16,0.033237,0.033259,0.459972,3.37975,1.998667,0.347602,5.924785,0.08,0.062479,0.089109,-5.614763,12.2,0.042906,0,0,0.005415,0.000366,-1.794121,0.062533,0.003637,-0.703613,0.148933,0.021323,1.034329,55.505014,0.065493,0.738975,0.818331,0.288594,-0.761003,1.55,0.001369,2.840396,0.332642,0.011424,0.125,0.5,0.5,0.5,0.875,0.829333,0.348,0.32,670.146049,1.37,0.005615,1.475461,1.544294,3.139268,0.889499,3.133653,0.575991,0.490723,0.50107,0.025453,0.394798,0.37758,0.69167,0.144114,0.666218,0.381679,1,0.37758,1,0.37758,1,0.37758,0.342667,0.622,0.824667,0.989579,0.012,0.514294,1,1500,0,0,1548.463075,21.292702,0,0.505518,0.51581,1.382575,0.246136,1.382575,0.477183,2,1,5,18.17,122,28.384142,121,1.562143,0.000326,0.016458,0.017167,0.047632,0.007899,0.047307,0.460125,0.000022,0,0.298961,0.332569,0.983479,0.232841,0.983479,0.700129,0.994983,0.997222,0.997185,0.999383,0.992684,0.995335,0.995522,0.998955
rue_1500-807,1,1500,519007.176168,0.473933,6.007455,0.16,0.032237,0.032259,0.489066,2.142135,1.998667,0.34374,11.356213,0.08,0.063607,0.103661,2.090065,13,0.041783,0,-0,0.008153,0.000982,-2.44949,0.065467,0.002286,-2.44949,0.179067,0.019269,2.44949,54.045694,0.054473,2.449492,0.838457,0.240637,-1.075733,1.67,0.002307,2.395535,0.476841,0.013683,0.083333,0.5,0.5,0.5,0.916667,0.857333,0.291333,0.28,780.59619,1.37,0.000135,1.481658,1.525262,3.138357,0.934254,3.138222,0.61252,0.492513,0.501638,0.008589,0.400931,0.381796,0.70367,0.138501,0.695081,0.362762,1,0.381796,1,0.381796,1,0.381796,0.346667,0.65,0.848667,0.98718,0.013333,0.511317,1,1500,0,0,1557.551096,20.249915,0,0.510621,0.518838,1.361556,0.246341,1.361556,0.474794,1,1,5,18.764667,135,29.929202,134,1.594976,0.000552,0.015956,0.016748,0.049776,0.008194,0.049225,0.489229,0.000022,0,0.282973,0.329701,0.958352,0.231537,0.958352,0.702263,0.992121,0.995268,0.995435,0.999265,0.991787,0.994787,0.994985,0.998851
rue_1500-808,1,1500,522645.835234,0.474865,5.443439,0.16,0.031883,0.031904,0.477467,2.865825,1.998667,0.334388,6.715347,0.08,0.062697,0.110306,1.177978,9.25,0.04226,0,0,0.005061,0.000975,0.963162,0.066267,0.001843,-0.737545,0.1608,0.012256,-1.013535,53.622546,0.038725,-1.119295,0.801282,0.310205,-0.774716,1.41,0.001813,2.637028,0.377419,0.013281,0.2,0.5,0.5,0.5,0.8,0.907333,0.188,0.27,718.002934,1.38,0.000051,1.546555,1.552922,3.141334,0.907178,3.141283,0.584175,0.503603,0.514846,0.008466,0.399916,0.383575,0.708202,0.142759,0.699736,0.372179,1,0.383575,1,0.383575,1,0.383575,0.373333,0.642,0.844,0.987982,0.012,0.513697,1,1500,0,0,1569.016989,20.014408,0,0.512887,0.522657,1.39428,0.248641,1.39428,0.475725,2,1,5,18.984,133,29.572286,132,1.557748,0.000558,0.016162,0.016686,0.052126,0.00797,0.051569,0.477626,0.000021,0,0.297381,0.338985,0.991523,0.236093,0.991523,0.696469,0.99344,0.995561,0.995792,0.999455,0.992017,0.994884,0.995122,0.998867
rue_1500-809,1,1500,516553.859223,0.475908,5.075826,0.16,0.032442,0.032464,0.477163,5.011735,1.998667,0.338357,6.950657,0.08,0.060888,0.087807,-1.850812,14.3,0.042151,0,0,0.00704,0.001303,-1.22966,0.0598,0.001492,1.431074,0.178933,0.017877,-2.013027,54.184203,0.055103,0.754479,0.797448,0.299856,-0.854358,1.37,0.002325,2.455474,0.413271,0.014667,0.083333,0.333333,0.5,0.625,0.916667,0.864,0.28,0.29,780.692573,1.38,0.001141,1.479574,1.500653,3.140543,0.931744,3.139402,0.620892,0.500351,0.51104,0.010769,0.393823,0.378277,0.678424,0.143681,0.667655,0.37983,1,0.378277,1,0.378277,1,0.378277,0.355333,0.621333,0.833333,0.983494,0.016,0.51453,1,1500,0,0,1550.618309,20.545283,0,0.506132,0.516528,1.337233,0.246264,1.337233,0.476767,1,1,5,15.415333,104,22.879244,103,1.484187,0.000373,0.016733,0.01678,0.042772,0.008009,0.042398,0.477322,0.000022,0,0.308543,0.340473,0.973696,0.237167,0.973696,0.696579,0.992911,0.995749,0.995934,0.999366,0.992169,0.994981,0.995195,0.998874
rue_1500-81,1,1500,515590.123984,0.47539,5.318281,0.16,0.03269,0.032712,0.464144,6.203321,1.998667,0.327836,7.731768,0.08,0.061251,0.079147,-1.193083,11.31,0.042128,0,0,0.005631,0.001774,0.99561,0.0648,0.001327,0.802802,0.125267,0.022356,1.12598,54.690288,0.094719,-1.145587,0.821018,0.30222,-0.683671,1.4,0.002971,2.129185,0.504566,0.015905,0.125,0.5,0.5,0.5,0.875,0.890667,0.222667,0.22,845.701673,1.38,0.000031,1.591196,1.579762,3.138638,0.913967,3.138607,0.578548,0.509034,0.499872,0.011809,0.395696,0.378498,0.680999,0.140713,0.66919,0.371767,1,0.378498,1,0.378498,1,0.378498,0.344667,0.62,0.832667,0.982734,0.014667,0.51172,1,1500,0,0,1547.725318,20.706755,0,0.507165,0.515565,1.358756,0.245537,1.358756,0.476249,4,1,6,22.594667,160,37.490222,159,1.659251,0.000568,0.016703,0.016876,0.041267,0.007836,0.040699,0.464299,0.000022,0,0.294604,0.342958,0.971711,0.235488,0.971711,0.686639,0.993669,0.996076,0.99612,0.99951,0.992656,0.995399,0.995558,0.998953
rue_1500-810,1,1500,528114.909444,0.474674,6.053461,0.16,0.032006,0.032028,0.472372,3.308356,1.998667,0.337863,4.025653,0.08,0.061105,0.091339,4.400194,13.65,0.041962,0,0,0.006837,0.000283,-2.44949,0.065867,0.00098,-2.44949,0.170667,0.001633,2.44949,53.267085,0.047154,2.449485,0.856164,0.232607,-0.902102,1.48,0.002471,2.2702,0.568796,0.013118,0.125,0.5,0.5,0.5,0.875,0.882,0.240667,0.26,600.293142,1.39,0.000099,1.582966,1.563744,3.137156,0.911357,3.137057,0.582805,0.500584,0.500045,0.019438,0.404195,0.388957,0.699282,0.140753,0.679844,0.361873,1,0.388957,1,0.388957,1,0.388957,0.362,0.657333,0.847333,0.99081,0.011333,0.510895,1,1500,0,0,1585.856049,20.481892,0,0.520178,0.528266,1.38978,0.251209,1.38978,0.475534,1,1,5,25.266,173,41.976556,172,1.661385,0.000185,0.016538,0.016931,0.045983,0.008,0.045798,0.47253,0.000021,0,0.286727,0.334549,0.980183,0.240305,0.980183,0.718296,0.991845,0.995549,0.995759,0.999077,0.992195,0.99507,0.995251,0.998854
rue_1500-811,1,1500,516184.165151,0.475369,5.420745,0.16,0.03299,0.033012,0.463938,3.443989,1.998667,0.337369,8.4027,0.08,0.061324,0.091923,0.579308,12.68,0.042757,0,0,0.006478,0.001548,1.651527,0.066067,0.000867,1.578305,0.170333,0.015191,-1.23002,55.379512,0.042051,-1.146941,0.774793,0.292211,-1.206721,1.64,0.002402,2.367578,0.429005,0.014815,0.1,0.5,0.5,0.5,0.9,0.859333,0.284667,0.24,698.474581,1.38,0.001775,1.588381,1.573866,3.140666,0.895995,3.13889,0.569296,0.490898,0.487137,0.011274,0.394752,0.37909,0.70256,0.140817,0.691286,0.371461,1,0.37909,1,0.37909,1,0.37909,0.354,0.624667,0.846,0.989559,0.014,0.512449,1,1500,0,0,1550.00485,20.930197,0,0.507359,0.516324,1.382271,0.245888,1.382271,0.476229,2,1,5,17.390667,128,27.76064,127,1.596295,0.000564,0.016528,0.017056,0.052919,0.007916,0.052355,0.464093,0.000022,0,0.280535,0.324668,0.968451,0.23067,0.968451,0.710481,0.993874,0.995883,0.996184,0.999565,0.992274,0.995101,0.995293,0.998893
rue_1500-812,1,1500,520726.27634,0.475625,5.548114,0.16,0.032463,0.032485,0.479069,2.8727,1.998667,0.353789,4.611542,0.08,0.062138,0.087271,1.716454,12.24,0.042566,0,0,0.007435,0.001504,0.774923,0.061933,0.003788,-0.707859,0.1708,0.01643,-0.794514,54.456664,0.026082,-0.399021,0.806018,0.308724,-0.751022,1.45,0.001774,2.238649,0.434652,0.009591,0.075,0.5,0.5,0.5,0.925,0.870667,0.26,0.26,749.754544,1.38,0.000977,1.564101,1.563598,3.139922,0.911459,3.138946,0.582924,0.482896,0.497254,0.005154,0.396325,0.382033,0.713889,0.142301,0.708735,0.372484,1,0.381588,1,0.382033,1,0.382033,0.356,0.636667,0.835333,0.985946,0.012667,0.512716,1,1500,0,0,1562.402253,20.35513,0,0.511361,0.520454,1.376959,0.247988,1.376959,0.476485,2,1,5,18.752,141,31.530979,140,1.681473,0.000232,0.01628,0.016918,0.051308,0.008108,0.051076,0.479229,0.000022,0,0.285039,0.323289,0.989569,0.232072,0.989569,0.717847,0.994042,0.997281,0.997122,0.999248,0.992636,0.995364,0.995524,0.998982
rue_1500-813,1,1500,520347.605692,0.476458,5.021955,0.16,0.032708,0.03273,0.459478,4.17931,1.998667,0.334887,8.22458,0.08,0.061434,0.109402,-69.966228,14.4,0.042556,0,0,0.006766,0.00318,0.687829,0.062333,0.002176,-0.681482,0.1228,0.015503,1.132295,54.536253,0.039699,0.764645,0.793651,0.326196,-0.767487,1.34,0.001907,2.482585,0.397021,0.012685,0.075,0.4,0.5,0.5,0.925,0.862,0.283333,0.28,674.089687,1.38,0.00408,1.545757,1.582142,3.140431,0.91665,3.136351,0.579373,0.500505,0.505641,0.01149,0.396518,0.380797,0.689312,0.145178,0.677823,0.381246,1,0.380797,1,0.380797,1,0.380797,0.350667,0.636667,0.843333,0.990016,0.010667,0.514761,1,1500,0,0,1561.351965,21.128355,0,0.509512,0.520104,1.377581,0.248254,1.377581,0.477317,2,1,5,15.658,100,21.64443,99,1.382324,0.001108,0.016569,0.017034,0.04019,0.00783,0.039083,0.459631,0.000022,0,0.294402,0.338783,0.978039,0.237234,0.978039,0.700253,0.992571,0.99497,0.995189,0.998834,0.992104,0.994992,0.995214,0.998904
rue_1500-814,1,1500,526647.776777,0.473774,6.205625,0.16,0.032079,0.0321,0.471443,4.545586,1.998667,0.339834,7.734569,0.08,0.061028,0.069737,-0.60911,11.69,0.042647,0,0,0.006748,0.003275,0.545091,0.0638,0.002192,-0.396919,0.155867,0.009455,0.559963,53.233572,0.044637,-0.753764,0.832408,0.322696,-0.586599,1.33,0.001959,2.298418,0.538331,0.010881,0.1,0.5,0.5,0.5,0.9,0.886,0.232667,0.26,758.89521,1.37,0.002586,1.547601,1.569034,3.1392,0.906927,3.136614,0.578016,0.500681,0.493921,0.00134,0.4064,0.387189,0.702643,0.142182,0.701303,0.367216,1,0.387189,1,0.387189,1,0.387189,0.374,0.662667,0.84,0.986275,0.012,0.510827,1,1500,0,0,1581.912812,20.520314,0,0.519064,0.526953,1.397166,0.250111,1.397166,0.474636,2,1,5,17.054667,113,24.713266,112,1.449062,0.000526,0.016517,0.016927,0.045549,0.007983,0.045024,0.4716,0.000021,0,0.292016,0.329079,0.993982,0.23721,0.993982,0.720831,0.993731,0.995306,0.995517,0.998947,0.992561,0.995272,0.99548,0.998987
rue_1500-815,1,1500,524298.472376,0.474159,5.905805,0.16,0.032243,0.032265,0.461923,5.345907,1.998667,0.340814,6.513732,0.08,0.062079,0.105756,-2.995473,9.38,0.041775,0,-0,0.004803,0.000192,-0.391106,0.065067,0.001583,-0.762424,0.167333,0.005432,-0.485873,54.150929,0.016374,0.375334,0.788644,0.327254,-0.793235,1.49,0.002709,2.249834,0.456745,0.015698,0.166667,0.5,0.5,0.5,0.833333,0.896,0.208667,0.25,766.968857,1.38,0.000563,1.526639,1.544404,3.139932,0.917194,3.13937,0.593882,0.498215,0.50425,0.016879,0.398126,0.386077,0.687726,0.139717,0.670848,0.36189,1,0.386077,1,0.386077,1,0.386077,0.377333,0.648667,0.847333,0.986271,0.014667,0.510864,1,1500,0,0,1574.438367,20.725199,0,0.516532,0.524463,1.362555,0.24913,1.362555,0.47502,1,1,5,17.197333,132,28.643534,131,1.66558,0.000434,0.016725,0.016933,0.041889,0.007824,0.041455,0.462077,0.000022,0,0.295467,0.335063,0.972754,0.239579,0.972754,0.715026,0.992855,0.99558,0.995585,0.999082,0.992472,0.995267,0.995439,0.998918
