@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute fold numeric

@data
rue_2000-294,1,4
rue_2000-296,1,4
rue_2000-32,1,4
rue_2000-33,1,4
rue_2000-330,1,4
rue_2000-346,1,4
rue_2000-353,1,4
rue_2000-360,1,4
rue_2000-361,1,4
rue_2000-364,1,4
rue_2000-377,1,4
rue_2000-396,1,4
rue_2000-427,1,4
rue_2000-434,1,4
rue_2000-444,1,4
rue_2000-445,1,4
rue_2000-45,1,4
rue_2000-475,1,4
rue_2000-483,1,4
rue_2000-487,1,4
rue_2000-49,1,4
rue_2000-491,1,4
rue_2000-527,1,4
rue_2000-535,1,4
rue_2000-559,1,4
rue_2000-568,1,4
rue_2000-582,1,4
rue_2000-587,1,4
rue_2000-591,1,4
rue_2000-620,1,4
rue_2000-621,1,4
rue_2000-631,1,4
rue_2000-651,1,4
rue_2000-656,1,4
rue_2000-658,1,4
rue_2000-666,1,4
rue_2000-687,1,4
rue_2000-691,1,4
rue_2000-696,1,4
rue_2000-705,1,4
rue_2000-712,1,4
rue_2000-713,1,4
rue_2000-720,1,4
rue_2000-725,1,4
rue_2000-733,1,4
rue_2000-738,1,4
rue_2000-747,1,4
rue_2000-759,1,4
rue_2000-763,1,4
rue_2000-771,1,4
rue_2000-773,1,4
rue_2000-78,1,4
rue_2000-781,1,4
rue_2000-787,1,4
rue_2000-798,1,4
rue_2000-8,1,4
rue_2000-803,1,4
rue_2000-804,1,4
rue_2000-822,1,4
rue_2000-823,1,4
rue_2000-831,1,4
rue_2000-835,1,4
rue_2000-839,1,4
rue_2000-846,1,4
rue_2000-866,1,4
rue_2000-867,1,4
rue_2000-87,1,4
rue_2000-88,1,4
rue_2000-887,1,4
rue_2000-904,1,4
rue_2000-912,1,4
rue_2000-914,1,4
rue_2000-916,1,4
rue_2000-941,1,4
rue_2000-944,1,4
rue_2000-949,1,4
rue_2000-957,1,4
rue_2000-965,1,4
rue_2000-985,1,4
rue_2000-993,1,4
tsplib_eil101,1,4
tsplib_gil262,1,4
tsplib_kroE100,1,4
tsplib_pr1002,1,4
tsplib_rat99,1,4
tsplib_ts225,1,4
vlsi_dcb2086,1,4
vlsi_rbw2481,1,4
national_lu980,1,5
rue_1000-104,1,5
rue_1000-105,1,5
rue_1000-116,1,5
rue_1000-121,1,5
rue_1000-138,1,5
rue_1000-142,1,5
rue_1000-160,1,5
rue_1000-18,1,5
rue_1000-206,1,5
rue_1000-216,1,5
rue_1000-223,1,5
rue_1000-23,1,5
rue_1000-232,1,5
rue_1000-235,1,5
rue_1000-236,1,5
rue_1000-246,1,5
rue_1000-277,1,5
rue_1000-3,1,5
rue_1000-300,1,5
rue_1000-303,1,5
rue_1000-306,1,5
rue_1000-307,1,5
rue_1000-31,1,5
rue_1000-311,1,5
rue_1000-313,1,5
rue_1000-316,1,5
rue_1000-320,1,5
rue_1000-323,1,5
rue_1000-333,1,5
rue_1000-343,1,5
rue_1000-349,1,5
rue_1000-36,1,5
rue_1000-362,1,5
rue_1000-367,1,5
rue_1000-368,1,5
rue_1000-37,1,5
rue_1000-4,1,5
rue_1000-420,1,5
rue_1000-439,1,5
rue_1000-451,1,5
rue_1000-469,1,5
rue_1000-498,1,5
rue_1000-546,1,5
rue_1000-56,1,5
rue_1000-567,1,5
rue_1000-568,1,5
rue_1000-571,1,5
rue_1000-589,1,5
rue_1000-597,1,5
rue_1000-604,1,5
rue_1000-611,1,5
rue_1000-613,1,5
rue_1000-620,1,5
rue_1000-622,1,5
rue_1000-626,1,5
rue_1000-631,1,5
rue_1000-635,1,5
rue_1000-639,1,5
rue_1000-641,1,5
rue_1000-663,1,5
rue_1000-664,1,5
rue_1000-678,1,5
rue_1000-679,1,5
rue_1000-685,1,5
rue_1000-703,1,5
rue_1000-704,1,5
rue_1000-706,1,5
rue_1000-733,1,5
rue_1000-743,1,5
rue_1000-756,1,5
rue_1000-757,1,5
rue_1000-764,1,5
rue_1000-772,1,5
rue_1000-777,1,5
rue_1000-78,1,5
rue_1000-785,1,5
rue_1000-807,1,5
rue_1000-812,1,5
rue_1000-836,1,5
rue_1000-850,1,5
rue_1000-860,1,5
rue_1000-870,1,5
rue_1000-880,1,5
rue_1000-882,1,5
rue_1000-940,1,5
rue_1000-946,1,5
rue_1000-953,1,5
rue_1000-958,1,5
rue_1000-969,1,5
rue_1000-984,1,5
rue_1000-99,1,5
rue_1500-10,1,5
rue_1500-104,1,5
rue_1500-108,1,5
rue_1500-112,1,5
rue_1500-114,1,5
rue_1500-117,1,5
rue_1500-143,1,5
rue_1500-15,1,5
rue_1500-168,1,5
rue_1500-171,1,5
rue_1500-175,1,5
rue_1500-186,1,5
rue_1500-19,1,5
rue_1500-190,1,5
rue_1500-20,1,5
rue_1500-218,1,5
rue_1500-221,1,5
rue_1500-225,1,5
rue_1500-255,1,5
rue_1500-258,1,5
rue_1500-26,1,5
rue_1500-260,1,5
rue_1500-266,1,5
rue_1500-286,1,5
rue_1500-319,1,5
rue_1500-320,1,5
rue_1500-327,1,5
rue_1500-332,1,5
rue_1500-333,1,5
rue_1500-335,1,5
rue_1500-340,1,5
rue_1500-352,1,5
rue_1500-366,1,5
rue_1500-371,1,5
rue_1500-373,1,5
rue_1500-378,1,5
rue_1500-385,1,5
rue_1500-386,1,5
rue_1500-398,1,5
rue_1500-399,1,5
rue_1500-4,1,5
rue_1500-406,1,5
rue_1500-41,1,5
rue_1500-424,1,5
rue_1500-435,1,5
rue_1500-442,1,5
rue_1500-450,1,5
rue_1500-452,1,5
rue_1500-459,1,5
rue_1500-470,1,5
rue_1500-480,1,5
rue_1500-485,1,5
rue_1500-491,1,5
rue_1500-499,1,5
rue_1500-509,1,5
rue_1500-522,1,5
rue_1500-530,1,5
rue_1500-531,1,5
rue_1500-54,1,5
rue_1500-551,1,5
rue_1500-56,1,5
rue_1500-564,1,5
rue_1500-569,1,5
rue_1500-585,1,5
rue_1500-590,1,5
rue_1500-595,1,5
rue_1500-60,1,5
rue_1500-621,1,5
rue_1500-626,1,5
rue_1500-630,1,5
rue_1500-647,1,5
rue_1500-649,1,5
rue_1500-658,1,5
rue_1500-660,1,5
rue_1500-663,1,5
rue_1500-688,1,5
rue_1500-690,1,5
rue_1500-704,1,5
rue_1500-709,1,5
rue_1500-71,1,5
rue_1500-713,1,5
rue_1500-728,1,5
rue_1500-729,1,5
rue_1500-73,1,5
rue_1500-74,1,5
rue_1500-759,1,5
rue_1500-774,1,5
rue_1500-777,1,5
rue_1500-78,1,5
rue_1500-783,1,5
rue_1500-79,1,5
rue_1500-797,1,5
rue_1500-814,1,5
rue_1500-816,1,5
rue_1500-825,1,5
rue_1500-837,1,5
rue_1500-841,1,5
rue_1500-845,1,5
rue_1500-848,1,5
rue_1500-869,1,5
rue_1500-877,1,5
rue_1500-878,1,5
rue_1500-890,1,5
rue_1500-891,1,5
rue_1500-904,1,5
rue_1500-912,1,5
rue_1500-918,1,5
rue_1500-932,1,5
rue_1500-947,1,5
rue_1500-957,1,5
rue_1500-969,1,5
rue_1500-979,1,5
rue_2000-100,1,5
rue_2000-112,1,5
rue_2000-121,1,5
rue_2000-123,1,5
rue_2000-13,1,5
rue_2000-147,1,5
rue_2000-15,1,5
rue_2000-150,1,5
rue_2000-152,1,5
rue_2000-169,1,5
rue_2000-178,1,5
rue_2000-18,1,5
rue_2000-185,1,5
rue_2000-19,1,5
rue_2000-190,1,5
rue_2000-219,1,5
rue_2000-222,1,5
rue_2000-258,1,5
rue_2000-281,1,5
rue_2000-297,1,5
rue_2000-301,1,5
rue_2000-310,1,5
rue_2000-323,1,5
rue_2000-324,1,5
rue_2000-328,1,5
rue_2000-334,1,5
rue_2000-336,1,5
rue_2000-347,1,5
rue_2000-382,1,5
rue_2000-387,1,5
rue_2000-389,1,5
rue_2000-391,1,5
rue_2000-42,1,5
rue_2000-420,1,5
rue_2000-423,1,5
rue_2000-431,1,5
rue_2000-439,1,5
rue_2000-472,1,5
rue_2000-477,1,5
rue_2000-492,1,5
rue_2000-497,1,5
rue_2000-503,1,5
rue_2000-517,1,5
rue_2000-520,1,5
rue_2000-521,1,5
rue_2000-522,1,5
rue_2000-545,1,5
rue_2000-569,1,5
rue_2000-571,1,5
rue_2000-580,1,5
rue_2000-585,1,5
rue_2000-590,1,5
rue_2000-604,1,5
rue_2000-605,1,5
rue_2000-609,1,5
rue_2000-616,1,5
rue_2000-633,1,5
rue_2000-64,1,5
rue_2000-641,1,5
rue_2000-643,1,5
rue_2000-65,1,5
rue_2000-681,1,5
rue_2000-692,1,5
rue_2000-693,1,5
rue_2000-694,1,5
rue_2000-695,1,5
rue_2000-699,1,5
rue_2000-71,1,5
rue_2000-716,1,5
rue_2000-723,1,5
rue_2000-731,1,5
rue_2000-74,1,5
rue_2000-743,1,5
rue_2000-745,1,5
rue_2000-756,1,5
rue_2000-767,1,5
rue_2000-770,1,5
rue_2000-775,1,5
rue_2000-806,1,5
rue_2000-810,1,5
rue_2000-829,1,5
rue_2000-83,1,5
rue_2000-832,1,5
rue_2000-844,1,5
rue_2000-847,1,5
rue_2000-848,1,5
rue_2000-862,1,5
rue_2000-869,1,5
rue_2000-920,1,5
rue_2000-931,1,5
rue_2000-933,1,5
rue_2000-938,1,5
rue_2000-956,1,5
rue_2000-963,1,5
rue_2000-971,1,5
rue_2000-975,1,5
rue_2000-981,1,5
tsplib_d2103,1,5
tsplib_p654,1,5
tsplib_pr107,1,5
tsplib_pr226,1,5
tsplib_rl1889,1,5
tsplib_vm1748,1,5
vlsi_bck2217,1,5
vlsi_djb2036,1,5
vlsi_lim963,1,5
national_gr9882,1,6
rue_1000-106,1,6
rue_1000-128,1,6
rue_1000-14,1,6
rue_1000-152,1,6
rue_1000-154,1,6
rue_1000-159,1,6
rue_1000-16,1,6
rue_1000-161,1,6
rue_1000-164,1,6
rue_1000-17,1,6
rue_1000-179,1,6
rue_1000-180,1,6
rue_1000-195,1,6
rue_1000-203,1,6
rue_1000-212,1,6
rue_1000-247,1,6
rue_1000-250,1,6
rue_1000-261,1,6
rue_1000-262,1,6
rue_1000-270,1,6
rue_1000-272,1,6
rue_1000-273,1,6
rue_1000-287,1,6
rue_1000-309,1,6
rue_1000-318,1,6
rue_1000-33,1,6
rue_1000-335,1,6
rue_1000-338,1,6
rue_1000-379,1,6
rue_1000-381,1,6
rue_1000-382,1,6
rue_1000-388,1,6
rue_1000-394,1,6
rue_1000-414,1,6
rue_1000-418,1,6
rue_1000-432,1,6
rue_1000-434,1,6
rue_1000-436,1,6
rue_1000-447,1,6
rue_1000-457,1,6
rue_1000-462,1,6
rue_1000-474,1,6
rue_1000-489,1,6
rue_1000-494,1,6
rue_1000-501,1,6
rue_1000-51,1,6
rue_1000-516,1,6
rue_1000-517,1,6
rue_1000-52,1,6
rue_1000-526,1,6
rue_1000-534,1,6
rue_1000-542,1,6
rue_1000-550,1,6
rue_1000-553,1,6
rue_1000-555,1,6
rue_1000-572,1,6
rue_1000-577,1,6
rue_1000-58,1,6
rue_1000-592,1,6
rue_1000-599,1,6
rue_1000-60,1,6
rue_1000-603,1,6
rue_1000-619,1,6
rue_1000-627,1,6
rue_1000-649,1,6
rue_1000-65,1,6
rue_1000-650,1,6
rue_1000-653,1,6
rue_1000-68,1,6
rue_1000-688,1,6
rue_1000-690,1,6
rue_1000-708,1,6
rue_1000-716,1,6
rue_1000-727,1,6
rue_1000-732,1,6
rue_1000-740,1,6
rue_1000-741,1,6
rue_1000-744,1,6
rue_1000-745,1,6
rue_1000-761,1,6
rue_1000-768,1,6
rue_1000-77,1,6
rue_1000-786,1,6
rue_1000-801,1,6
rue_1000-805,1,6
rue_1000-810,1,6
rue_1000-838,1,6
rue_1000-847,1,6
rue_1000-857,1,6
rue_1000-867,1,6
rue_1000-91,1,6
rue_1000-915,1,6
rue_1000-936,1,6
rue_1000-937,1,6
rue_1000-94,1,6
rue_1000-964,1,6
rue_1000-965,1,6
rue_1000-968,1,6
rue_1000-975,1,6
rue_1000-978,1,6
rue_1000-986,1,6
rue_1000-989,1,6
rue_1000-991,1,6
rue_1000-996,1,6
rue_1500-103,1,6
rue_1500-110,1,6
rue_1500-137,1,6
rue_1500-141,1,6
rue_1500-146,1,6
rue_1500-151,1,6
rue_1500-152,1,6
rue_1500-155,1,6
rue_1500-156,1,6
rue_1500-184,1,6
rue_1500-188,1,6
rue_1500-193,1,6
rue_1500-201,1,6
rue_1500-208,1,6
rue_1500-211,1,6
rue_1500-217,1,6
rue_1500-232,1,6
rue_1500-245,1,6
rue_1500-251,1,6
rue_1500-256,1,6
rue_1500-300,1,6
rue_1500-303,1,6
rue_1500-315,1,6
rue_1500-322,1,6
rue_1500-323,1,6
rue_1500-326,1,6
rue_1500-349,1,6
rue_1500-367,1,6
rue_1500-374,1,6
rue_1500-380,1,6
rue_1500-384,1,6
rue_1500-39,1,6
rue_1500-40,1,6
rue_1500-408,1,6
rue_1500-416,1,6
rue_1500-417,1,6
rue_1500-42,1,6
rue_1500-43,1,6
rue_1500-443,1,6
rue_1500-458,1,6
rue_1500-465,1,6
rue_1500-474,1,6
rue_1500-486,1,6
rue_1500-497,1,6
rue_1500-515,1,6
rue_1500-516,1,6
rue_1500-529,1,6
rue_1500-541,1,6
rue_1500-542,1,6
rue_1500-549,1,6
rue_1500-555,1,6
rue_1500-566,1,6
rue_1500-579,1,6
rue_1500-596,1,6
rue_1500-597,1,6
rue_1500-598,1,6
rue_1500-611,1,6
rue_1500-623,1,6
rue_1500-624,1,6
rue_1500-629,1,6
rue_1500-633,1,6
rue_1500-64,1,6
rue_1500-655,1,6
rue_1500-656,1,6
rue_1500-669,1,6
rue_1500-694,1,6
rue_1500-702,1,6
rue_1500-711,1,6
rue_1500-720,1,6
rue_1500-723,1,6
rue_1500-732,1,6
rue_1500-737,1,6
rue_1500-75,1,6
rue_1500-752,1,6
rue_1500-755,1,6
rue_1500-757,1,6
rue_1500-763,1,6
rue_1500-776,1,6
rue_1500-787,1,6
rue_1500-799,1,6
rue_1500-800,1,6
rue_1500-805,1,6
rue_1500-815,1,6
rue_1500-82,1,6
rue_1500-823,1,6
rue_1500-838,1,6
rue_1500-86,1,6
rue_1500-871,1,6
rue_1500-872,1,6
rue_1500-879,1,6
rue_1500-880,1,6
rue_1500-893,1,6
rue_1500-899,1,6
rue_1500-9,1,6
rue_1500-900,1,6
rue_1500-908,1,6
rue_1500-909,1,6
rue_1500-915,1,6
rue_1500-920,1,6
rue_1500-936,1,6
rue_1500-942,1,6
rue_1500-952,1,6
rue_1500-967,1,6
rue_1500-97,1,6
rue_1500-976,1,6
rue_1500-977,1,6
rue_1500-980,1,6
rue_1500-990,1,6
rue_2000-104,1,6
rue_2000-132,1,6
rue_2000-135,1,6
rue_2000-148,1,6
rue_2000-154,1,6
rue_2000-161,1,6
rue_2000-163,1,6
rue_2000-194,1,6
rue_2000-198,1,6
rue_2000-220,1,6
rue_2000-225,1,6
rue_2000-228,1,6
rue_2000-240,1,6
rue_2000-244,1,6
rue_2000-253,1,6
rue_2000-286,1,6
rue_2000-287,1,6
rue_2000-303,1,6
rue_2000-307,1,6
rue_2000-312,1,6
rue_2000-315,1,6
rue_2000-317,1,6
rue_2000-340,1,6
rue_2000-341,1,6
rue_2000-345,1,6
rue_2000-350,1,6
rue_2000-362,1,6
rue_2000-380,1,6
rue_2000-393,1,6
rue_2000-404,1,6
rue_2000-408,1,6
rue_2000-413,1,6
rue_2000-430,1,6
rue_2000-436,1,6
rue_2000-442,1,6
rue_2000-446,1,6
rue_2000-456,1,6
rue_2000-459,1,6
rue_2000-474,1,6
rue_2000-48,1,6
rue_2000-493,1,6
rue_2000-501,1,6
rue_2000-509,1,6
rue_2000-514,1,6
rue_2000-529,1,6
rue_2000-538,1,6
rue_2000-539,1,6
rue_2000-54,1,6
rue_2000-543,1,6
rue_2000-546,1,6
rue_2000-547,1,6
rue_2000-561,1,6
rue_2000-573,1,6
rue_2000-63,1,6
rue_2000-634,1,6
rue_2000-653,1,6
rue_2000-654,1,6
rue_2000-688,1,6
rue_2000-703,1,6
rue_2000-704,1,6
rue_2000-706,1,6
rue_2000-708,1,6
rue_2000-72,1,6
rue_2000-727,1,6
rue_2000-753,1,6
rue_2000-761,1,6
rue_2000-77,1,6
rue_2000-774,1,6
rue_2000-779,1,6
rue_2000-780,1,6
rue_2000-796,1,6
rue_2000-800,1,6
rue_2000-815,1,6
rue_2000-833,1,6
rue_2000-834,1,6
rue_2000-840,1,6
rue_2000-845,1,6
rue_2000-854,1,6
rue_2000-899,1,6
rue_2000-903,1,6
rue_2000-908,1,6
rue_2000-909,1,6
rue_2000-923,1,6
rue_2000-928,1,6
rue_2000-958,1,6
rue_2000-967,1,6
rue_2000-987,1,6
tsplib_d493,1,6
tsplib_kroB150,1,6
tsplib_kroD100,1,6
tsplib_nrw1379,1,6
tsplib_pcb1173,1,6
tsplib_pr264,1,6
tsplib_st70,1,6
tsplib_u1817,1,6
vlsi_dbj2924,1,6
vlsi_icw1483,1,6
vlsi_rbu737,1,6
national_uy734,1,7
rue_1000-111,1,7
rue_1000-113,1,7
rue_1000-114,1,7
rue_1000-126,1,7
rue_1000-13,1,7
rue_1000-141,1,7
rue_1000-145,1,7
rue_1000-147,1,7
rue_1000-158,1,7
rue_1000-172,1,7
rue_1000-185,1,7
rue_1000-192,1,7
rue_1000-200,1,7
rue_1000-226,1,7
rue_1000-230,1,7
rue_1000-237,1,7
rue_1000-239,1,7
rue_1000-252,1,7
rue_1000-260,1,7
rue_1000-263,1,7
rue_1000-274,1,7
rue_1000-28,1,7
rue_1000-281,1,7
rue_1000-286,1,7
rue_1000-291,1,7
rue_1000-305,1,7
rue_1000-317,1,7
rue_1000-322,1,7
rue_1000-324,1,7
rue_1000-358,1,7
rue_1000-373,1,7
rue_1000-375,1,7
rue_1000-38,1,7
rue_1000-396,1,7
rue_1000-417,1,7
rue_1000-430,1,7
rue_1000-442,1,7
rue_1000-443,1,7
rue_1000-444,1,7
rue_1000-449,1,7
rue_1000-468,1,7
rue_1000-481,1,7
rue_1000-482,1,7
rue_1000-485,1,7
rue_1000-486,1,7
rue_1000-491,1,7
rue_1000-497,1,7
rue_1000-509,1,7
rue_1000-53,1,7
rue_1000-544,1,7
rue_1000-565,1,7
rue_1000-575,1,7
rue_1000-586,1,7
rue_1000-615,1,7
rue_1000-623,1,7
rue_1000-642,1,7
rue_1000-652,1,7
rue_1000-654,1,7
rue_1000-671,1,7
rue_1000-684,1,7
rue_1000-692,1,7
rue_1000-700,1,7
rue_1000-702,1,7
rue_1000-712,1,7
rue_1000-72,1,7
rue_1000-726,1,7
rue_1000-731,1,7
rue_1000-737,1,7
rue_1000-792,1,7
rue_1000-82,1,7
rue_1000-829,1,7
rue_1000-839,1,7
rue_1000-87,1,7
rue_1000-878,1,7
rue_1000-888,1,7
rue_1000-890,1,7
rue_1000-895,1,7
rue_1000-899,1,7
rue_1000-9,1,7
rue_1000-900,1,7
rue_1000-906,1,7
rue_1000-931,1,7
rue_1000-932,1,7
rue_1000-970,1,7
rue_1000-973,1,7
rue_1500-124,1,7
rue_1500-148,1,7
rue_1500-164,1,7
rue_1500-169,1,7
rue_1500-179,1,7
rue_1500-185,1,7
rue_1500-205,1,7
rue_1500-214,1,7
rue_1500-230,1,7
rue_1500-233,1,7
rue_1500-240,1,7
rue_1500-253,1,7
rue_1500-254,1,7
rue_1500-262,1,7
rue_1500-264,1,7
rue_1500-274,1,7
rue_1500-278,1,7
rue_1500-284,1,7
rue_1500-285,1,7
rue_1500-290,1,7
rue_1500-299,1,7
rue_1500-302,1,7
rue_1500-304,1,7
rue_1500-305,1,7
rue_1500-308,1,7
rue_1500-330,1,7
rue_1500-336,1,7
rue_1500-341,1,7
rue_1500-344,1,7
rue_1500-345,1,7
rue_1500-351,1,7
rue_1500-358,1,7
rue_1500-365,1,7
rue_1500-388,1,7
rue_1500-396,1,7
rue_1500-400,1,7
rue_1500-407,1,7
rue_1500-454,1,7
rue_1500-455,1,7
rue_1500-457,1,7
rue_1500-460,1,7
rue_1500-463,1,7
rue_1500-467,1,7
rue_1500-483,1,7
rue_1500-487,1,7
rue_1500-489,1,7
rue_1500-493,1,7
rue_1500-51,1,7
rue_1500-510,1,7
rue_1500-520,1,7
rue_1500-527,1,7
rue_1500-528,1,7
rue_1500-535,1,7
rue_1500-536,1,7
rue_1500-544,1,7
rue_1500-557,1,7
rue_1500-561,1,7
rue_1500-562,1,7
rue_1500-577,1,7
rue_1500-578,1,7
rue_1500-586,1,7
rue_1500-591,1,7
rue_1500-612,1,7
rue_1500-619,1,7
rue_1500-636,1,7
rue_1500-638,1,7
rue_1500-641,1,7
rue_1500-646,1,7
rue_1500-65,1,7
rue_1500-651,1,7
rue_1500-674,1,7
rue_1500-68,1,7
rue_1500-681,1,7
rue_1500-714,1,7
rue_1500-716,1,7
rue_1500-722,1,7
rue_1500-738,1,7
rue_1500-742,1,7
rue_1500-747,1,7
rue_1500-758,1,7
rue_1500-76,1,7
rue_1500-761,1,7
rue_1500-767,1,7
rue_1500-768,1,7
rue_1500-773,1,7
rue_1500-779,1,7
rue_1500-781,1,7
rue_1500-785,1,7
rue_1500-807,1,7
rue_1500-849,1,7
rue_1500-855,1,7
rue_1500-859,1,7
rue_1500-870,1,7
rue_1500-873,1,7
rue_1500-884,1,7
rue_1500-894,1,7
rue_1500-901,1,7
rue_1500-903,1,7
rue_1500-919,1,7
rue_1500-921,1,7
rue_1500-940,1,7
rue_1500-949,1,7
rue_1500-953,1,7
rue_1500-954,1,7
rue_1500-972,1,7
rue_1500-994,1,7
rue_1500-995,1,7
rue_1500-998,1,7
rue_2000-107,1,7
rue_2000-134,1,7
rue_2000-137,1,7
rue_2000-153,1,7
rue_2000-159,1,7
rue_2000-165,1,7
rue_2000-172,1,7
rue_2000-179,1,7
rue_2000-189,1,7
rue_2000-199,1,7
rue_2000-203,1,7
rue_2000-209,1,7
rue_2000-216,1,7
rue_2000-22,1,7
rue_2000-221,1,7
rue_2000-226,1,7
rue_2000-230,1,7
rue_2000-234,1,7
rue_2000-24,1,7
rue_2000-241,1,7
rue_2000-250,1,7
rue_2000-26,1,7
rue_2000-272,1,7
rue_2000-290,1,7
rue_2000-30,1,7
rue_2000-308,1,7
rue_2000-311,1,7
rue_2000-358,1,7
rue_2000-37,1,7
rue_2000-372,1,7
rue_2000-376,1,7
rue_2000-378,1,7
rue_2000-385,1,7
rue_2000-40,1,7
rue_2000-406,1,7
rue_2000-414,1,7
rue_2000-425,1,7
rue_2000-428,1,7
rue_2000-433,1,7
rue_2000-435,1,7
rue_2000-454,1,7
rue_2000-458,1,7
rue_2000-460,1,7
rue_2000-461,1,7
rue_2000-473,1,7
rue_2000-488,1,7
rue_2000-494,1,7
rue_2000-511,1,7
rue_2000-523,1,7
rue_2000-524,1,7
rue_2000-544,1,7
rue_2000-549,1,7
rue_2000-550,1,7
rue_2000-551,1,7
rue_2000-555,1,7
rue_2000-565,1,7
rue_2000-567,1,7
rue_2000-576,1,7
rue_2000-577,1,7
rue_2000-597,1,7
rue_2000-60,1,7
rue_2000-611,1,7
rue_2000-624,1,7
rue_2000-638,1,7
rue_2000-644,1,7
rue_2000-647,1,7
rue_2000-652,1,7
rue_2000-660,1,7
rue_2000-668,1,7
rue_2000-674,1,7
rue_2000-68,1,7
rue_2000-698,1,7
rue_2000-7,1,7
rue_2000-700,1,7
rue_2000-717,1,7
rue_2000-722,1,7
rue_2000-729,1,7
rue_2000-752,1,7
rue_2000-791,1,7
rue_2000-795,1,7
rue_2000-81,1,7
rue_2000-811,1,7
rue_2000-821,1,7
rue_2000-830,1,7
rue_2000-84,1,7
rue_2000-873,1,7
rue_2000-875,1,7
rue_2000-876,1,7
rue_2000-880,1,7
rue_2000-888,1,7
rue_2000-90,1,7
rue_2000-91,1,7
rue_2000-92,1,7
rue_2000-927,1,7
rue_2000-934,1,7
rue_2000-935,1,7
rue_2000-936,1,7
rue_2000-94,1,7
rue_2000-950,1,7
rue_2000-952,1,7
rue_2000-954,1,7
rue_2000-968,1,7
rue_2000-976,1,7
rue_2000-988,1,7
rue_2000-995,1,7
tsplib_d198,1,7
tsplib_kroA200,1,7
tsplib_pcb3038,1,7
tsplib_pr136,1,7
tsplib_rat575,1,7
tsplib_u1060,1,7
vlsi_dja1436,1,7
vlsi_dka1376,1,7
vlsi_fnb1615,1,7
vlsi_irw2802,1,7
vlsi_rbv1583,1,7
national_nu3496,1,8
rue_1000-11,1,8
rue_1000-125,1,8
rue_1000-131,1,8
rue_1000-137,1,8
rue_1000-143,1,8
rue_1000-144,1,8
rue_1000-151,1,8
rue_1000-153,1,8
rue_1000-156,1,8
rue_1000-162,1,8
rue_1000-165,1,8
rue_1000-169,1,8
rue_1000-187,1,8
rue_1000-193,1,8
rue_1000-2,1,8
rue_1000-209,1,8
rue_1000-21,1,8
rue_1000-211,1,8
rue_1000-215,1,8
rue_1000-227,1,8
rue_1000-242,1,8
rue_1000-257,1,8
rue_1000-259,1,8
rue_1000-265,1,8
rue_1000-267,1,8
rue_1000-295,1,8
rue_1000-30,1,8
rue_1000-325,1,8
rue_1000-326,1,8
rue_1000-342,1,8
rue_1000-345,1,8
rue_1000-346,1,8
rue_1000-35,1,8
rue_1000-351,1,8
rue_1000-352,1,8
rue_1000-364,1,8
rue_1000-365,1,8
rue_1000-384,1,8
rue_1000-397,1,8
rue_1000-408,1,8
rue_1000-409,1,8
rue_1000-415,1,8
rue_1000-438,1,8
rue_1000-440,1,8
rue_1000-46,1,8
rue_1000-467,1,8
rue_1000-477,1,8
rue_1000-499,1,8
rue_1000-505,1,8
rue_1000-521,1,8
rue_1000-538,1,8
rue_1000-545,1,8
rue_1000-547,1,8
rue_1000-570,1,8
rue_1000-578,1,8
rue_1000-593,1,8
rue_1000-6,1,8
rue_1000-61,1,8
rue_1000-63,1,8
rue_1000-655,1,8
rue_1000-669,1,8
rue_1000-67,1,8
rue_1000-680,1,8
rue_1000-682,1,8
rue_1000-683,1,8
rue_1000-689,1,8
rue_1000-699,1,8
rue_1000-709,1,8
rue_1000-715,1,8
rue_1000-718,1,8
rue_1000-721,1,8
rue_1000-738,1,8
rue_1000-770,1,8
rue_1000-779,1,8
rue_1000-797,1,8
rue_1000-8,1,8
rue_1000-802,1,8
rue_1000-81,1,8
rue_1000-813,1,8
rue_1000-848,1,8
rue_1000-853,1,8
rue_1000-861,1,8
rue_1000-881,1,8
rue_1000-884,1,8
rue_1000-897,1,8
rue_1000-912,1,8
rue_1000-913,1,8
rue_1000-92,1,8
rue_1000-926,1,8
rue_1000-938,1,8
rue_1000-947,1,8
rue_1000-955,1,8
rue_1000-962,1,8
rue_1000-967,1,8
rue_1000-971,1,8
rue_1000-982,1,8
rue_1000-985,1,8
rue_1000-994,1,8
rue_1500-105,1,8
rue_1500-111,1,8
rue_1500-120,1,8
rue_1500-129,1,8
rue_1500-130,1,8
rue_1500-140,1,8
rue_1500-154,1,8
rue_1500-165,1,8
rue_1500-166,1,8
rue_1500-18,1,8
rue_1500-180,1,8
rue_1500-187,1,8
rue_1500-198,1,8
rue_1500-207,1,8
rue_1500-209,1,8
rue_1500-21,1,8
rue_1500-220,1,8
rue_1500-224,1,8
rue_1500-243,1,8
rue_1500-248,1,8
rue_1500-25,1,8
rue_1500-259,1,8
rue_1500-282,1,8
rue_1500-287,1,8
rue_1500-30,1,8
rue_1500-301,1,8
rue_1500-306,1,8
rue_1500-31,1,8
rue_1500-314,1,8
rue_1500-316,1,8
rue_1500-32,1,8
rue_1500-321,1,8
rue_1500-34,1,8
rue_1500-342,1,8
rue_1500-353,1,8
rue_1500-379,1,8
rue_1500-389,1,8
rue_1500-392,1,8
rue_1500-393,1,8
rue_1500-395,1,8
