@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ubc_cheap numeric
@attribute ubc_all numeric
@attribute tspmeta numeric
@attribute eax_probing numeric

@data
rue_1000-571,1,0.58,6.93,3.69,1.84
rue_1000-572,1,0.7,5.54,3.37,1.8
rue_1000-573,1,0.53,7.05,3.34,1.78
rue_1000-574,1,0.8,6.57,3.42,1.9
rue_1000-575,1,0.68,7.61,3.75,1.825
rue_1000-576,1,0.63,7.05,3.19,1.875
rue_1000-577,1,0.95,6.76,3.2,1.735
rue_1000-578,1,0.76,7.37,3.72,1.77
rue_1000-579,1,0.7,6.58,3.28,1.86
rue_1000-58,1,0.71,8.09,3.74,1.795
rue_1000-580,1,0.63,7,3.92,1.775
rue_1000-581,1,0.65,6.21,3.23,1.825
rue_1000-582,1,0.94,9.14,3.36,1.805
rue_1000-583,1,0.68,9.55,3.83,1.93
rue_1000-584,1,0.71,7.61,3.31,1.845
rue_1000-585,1,0.62,6.53,3.64,1.79
rue_1000-586,1,0.84,7.67,3.44,1.805
rue_1000-587,1,0.63,6.5,3.85,1.77
rue_1000-588,1,0.78,5.74,3.71,1.87
rue_1000-589,1,0.79,6.08,3.85,1.835
rue_1000-59,1,0.8,6.79,4.03,1.815
rue_1000-590,1,0.85,7.86,3.3,1.885
rue_1000-591,1,0.72,7.08,3.19,1.76
rue_1000-592,1,0.79,6.88,3.15,1.795
rue_1000-593,1,0.74,7.48,3.61,1.84
rue_1000-594,1,0.84,7.36,3.16,1.82
rue_1000-595,1,0.76,8.51,3.86,1.835
rue_1000-596,1,0.66,8.1,4.06,1.755
rue_1000-597,1,0.93,6.45,3.61,1.83
rue_1000-598,1,0.7,7.44,3.66,1.805
rue_1000-599,1,0.88,6.62,3.48,1.88
rue_1000-6,1,0.85,6.77,3.58,1.82
rue_1000-60,1,0.77,6.46,4.04,1.85
rue_1000-600,1,0.86,8.06,3.44,1.765
rue_1000-601,1,0.66,6.94,3.58,1.855
rue_1000-602,1,0.62,5.81,3.16,1.81
rue_1000-603,1,1.01,6.93,3.46,1.785
rue_1000-604,1,0.76,5.92,3.14,1.78
rue_1000-605,1,0.78,6.75,4.06,1.83
rue_1000-606,1,0.95,5.94,4.44,1.8
rue_1000-607,1,0.78,5.28,3.88,1.8
rue_1000-608,1,0.69,6.55,3.77,1.83
rue_1000-609,1,0.79,6.87,3.16,1.73
rue_1000-61,1,0.93,9.55,3.79,1.79
rue_1000-610,1,0.76,6.38,2.95,1.7
rue_1000-611,1,0.8,5.66,3.67,1.755
rue_1000-612,1,0.72,6.05,3.88,1.85
rue_1000-613,1,0.8,7.16,3.46,1.875
rue_1000-614,1,0.81,7.51,3.46,1.805
rue_1000-615,1,0.68,6.76,3.81,1.82
rue_1000-616,1,0.86,6.88,3.82,1.735
rue_1000-617,1,0.85,7.05,3.49,1.86
rue_1000-618,1,0.67,9.76,3.48,1.795
rue_1000-619,1,0.84,8.16,3.62,1.85
rue_1000-62,1,0.63,5.44,3.45,1.865
rue_1000-620,1,0.73,6.85,3.78,1.88
rue_1000-621,1,0.65,7.11,3.26,1.83
rue_1000-622,1,0.77,6.89,3.23,1.75
rue_1000-623,1,0.58,6.17,3.7,1.81
rue_1000-624,1,0.63,6.45,3.18,1.815
rue_1000-625,1,0.65,6.95,3.88,1.825
rue_1000-626,1,0.64,6.15,3.76,1.82
rue_1000-627,1,0.84,7.63,4.08,1.78
rue_1000-628,1,0.64,7.04,3.33,1.865
rue_1000-629,1,0.82,5.48,4,1.815
rue_1000-63,1,0.68,7.28,3.38,1.775
rue_1000-630,1,0.91,6.23,3.17,1.835
rue_1000-631,1,0.74,7.59,3.7,1.83
rue_1000-632,1,0.67,7.37,3.14,1.795
rue_1000-633,1,0.83,4.91,3.2,1.795
rue_1000-634,1,0.65,6.89,3.44,1.795
rue_1000-635,1,0.73,5.42,3.41,1.795
rue_1000-636,1,0.66,7.27,3.47,1.85
rue_1000-637,1,0.87,7.5,3.56,1.825
rue_1000-638,1,0.72,7.12,3.5,1.87
rue_1000-639,1,0.66,7.25,3.82,1.77
rue_1000-64,1,0.74,5.93,3.53,1.795
rue_1000-640,1,0.68,6.17,3.64,1.81
rue_1000-641,1,0.66,6.27,3.42,1.81
rue_1000-642,1,0.67,6.37,3.58,1.81
rue_1000-643,1,0.71,5.93,3.78,1.88
rue_1000-644,1,0.66,4.99,3.78,1.795
rue_1000-645,1,0.75,5.83,3.24,1.83
rue_1000-646,1,0.99,5.63,3.64,1.8
rue_1000-647,1,0.61,7.62,3.39,1.81
rue_1000-648,1,0.8,7.46,3.62,1.75
rue_1000-649,1,0.8,6,3.44,1.845
rue_1000-65,1,0.68,6.67,3.8,1.845
rue_1000-650,1,0.67,5.1,3.42,1.825
rue_1000-651,1,0.68,5.97,3.37,1.785
rue_1000-652,1,0.78,4.66,4.12,1.735
rue_1000-653,1,0.62,6.45,3.75,1.795
rue_1000-654,1,0.58,8.47,3.92,1.815
rue_1000-655,1,0.6,7.68,3.8,1.76
rue_1000-656,1,0.63,5.83,3.77,1.735
rue_1000-657,1,0.9,7.1,3.88,1.84
rue_1000-658,1,0.95,6.84,3.75,1.775
rue_1000-659,1,0.74,7.02,3.45,1.855
rue_1000-66,1,0.61,7.68,3.28,1.825
rue_1000-660,1,0.66,6.91,3.65,1.775
rue_1000-661,1,0.79,5.73,3.76,1.73
rue_1000-662,1,0.79,6.76,3.78,1.87
rue_1000-663,1,0.73,7.44,4.51,1.805
rue_1000-664,1,0.58,6.26,3.97,1.77
rue_1000-665,1,0.6,6.34,4.61,1.84
rue_1000-666,1,0.6,6.94,4.09,1.835
rue_1000-667,1,0.6,6.02,4.49,1.85
rue_1000-668,1,0.83,6.39,4.29,1.855
rue_1000-669,1,0.76,6.88,3.37,1.845
rue_1000-67,1,0.62,6.18,4.22,1.79
rue_1000-670,1,0.63,7.83,3.72,1.84
rue_1000-671,1,0.64,5.66,3.53,1.805
rue_1000-672,1,0.64,7.22,3.57,1.765
rue_1000-673,1,0.77,7.01,3.44,1.815
rue_1000-674,1,0.74,6.83,3.85,1.92
rue_1000-675,1,0.64,6.33,3.64,1.845
rue_1000-676,1,0.76,6.14,3.42,1.77
rue_1000-677,1,0.58,7.17,3.54,1.76
rue_1000-678,1,0.71,6.59,3.18,1.8
rue_1000-679,1,0.7,6.9,3.68,1.86
rue_1000-68,1,0.8,5.88,4,1.83
rue_1000-680,1,0.71,8.6,4.51,1.88
rue_1000-681,1,1,7.55,4.44,1.86
rue_1000-682,1,0.69,5.23,4.07,1.81
rue_1000-683,1,0.75,7.85,4.1,1.825
rue_1000-684,1,0.7,7.78,3.94,1.88
rue_1000-685,1,0.6,7.12,3.63,1.83
rue_1000-686,1,0.65,6.72,3.74,1.865
rue_1000-687,1,0.71,5.16,3.78,1.765
rue_1000-688,1,0.62,7.13,3.64,1.78
rue_1000-689,1,0.79,6.59,3.52,1.76
rue_1000-69,1,0.84,6.79,3.66,1.86
rue_1000-690,1,0.83,6.39,3.81,1.905
rue_1000-691,1,0.8,8.06,3.88,1.775
rue_1000-692,1,0.65,6.57,4.05,1.82
rue_1000-693,1,0.64,8.12,4.1,1.885
rue_1000-694,1,0.76,7.05,4.32,1.84
rue_1000-695,1,0.66,8.43,3.85,1.845
rue_1000-696,1,0.69,5.72,3.92,1.815
rue_1000-697,1,0.62,7.28,3.88,1.82
rue_1000-698,1,1.04,5.67,3.15,1.845
rue_1000-699,1,0.64,6.37,3.56,1.87
rue_1000-7,1,0.72,6.21,3.86,1.845
rue_1000-70,1,0.95,4.93,3.49,1.78
rue_1000-700,1,0.7,7.87,3.3,1.835
rue_1000-701,1,0.8,8.06,3.66,1.795
rue_1000-702,1,0.82,5.72,3.71,1.87
rue_1000-703,1,0.74,8.27,3.91,1.795
rue_1000-704,1,0.7,8,3.9,1.8
rue_1000-705,1,0.65,5.89,3.99,1.765
rue_1000-706,1,0.9,7.29,4.03,1.8
rue_1000-707,1,0.85,6.85,3.93,1.88
rue_1000-708,1,0.78,7.12,3.57,1.885
rue_1000-709,1,0.66,6.82,3.83,1.85
rue_1000-71,1,0.89,6.75,3.26,1.9
rue_1000-710,1,0.68,6.13,3.11,1.85
rue_1000-711,1,0.63,7.3,3.79,1.84
rue_1000-712,1,0.61,8.09,3.78,1.805
rue_1000-713,1,0.63,6.56,3.79,1.815
rue_1000-714,1,1.05,7.01,4.25,1.825
rue_1000-715,1,0.65,6.75,3.94,1.78
rue_1000-716,1,0.85,6.75,4.23,1.79
rue_1000-717,1,0.82,8.85,3.72,1.8
rue_1000-718,1,0.65,6.92,3.52,1.8
rue_1000-719,1,0.68,6.85,3.6,1.79
rue_1000-72,1,0.77,6.75,3.58,1.775
rue_1000-720,1,0.66,8.6,3.22,1.815
rue_1000-721,1,0.84,6.36,3.08,1.805
rue_1000-722,1,0.69,6.9,3.63,1.815
rue_1000-723,1,0.69,6.96,3.72,1.88
rue_1000-724,1,0.74,6.13,3.77,1.855
rue_1000-725,1,0.88,7.03,3.57,1.885
rue_1000-726,1,0.65,6.95,3.67,1.8
rue_1000-727,1,0.66,6.8,3.98,1.69
rue_1000-728,1,0.62,6.77,4.13,1.795
rue_1000-729,1,0.84,7.24,3.62,1.86
rue_1000-73,1,0.95,6.16,4.71,1.835
rue_1000-730,1,0.75,6.92,3.87,1.905
rue_1000-731,1,0.73,7.87,3.72,1.81
rue_1000-732,1,0.86,5.14,4.2,1.85
rue_1000-733,1,0.69,6.08,4.19,1.795
rue_1000-734,1,0.57,7.51,4.24,1.825
rue_1000-735,1,0.62,7.48,4.29,1.85
rue_1000-736,1,0.6,7.02,4.13,1.73
rue_1000-737,1,0.7,7.77,4.07,1.785
rue_1000-738,1,0.63,6.13,4.24,1.78
rue_1000-739,1,0.69,6.58,4.68,1.825
rue_1000-74,1,0.67,8.66,3.63,1.87
rue_1000-740,1,0.66,6.8,4.36,1.72
rue_1000-741,1,0.62,7.76,4.45,1.84
rue_1000-742,1,0.76,5.4,4.75,1.775
rue_1000-743,1,0.74,6.5,3.84,1.825
rue_1000-744,1,0.74,5.85,3.5,1.735
rue_1000-745,1,0.74,8.67,3.39,1.795
rue_1000-746,1,1.04,7.61,3.45,1.85
rue_1000-747,1,0.7,7.1,3.41,1.81
rue_1000-748,1,0.65,6.81,3.44,1.815
rue_1000-749,1,0.74,5.78,3.86,1.815
rue_1000-75,1,0.66,7.4,3.27,1.905
rue_1000-750,1,0.72,7.62,4.02,1.765
rue_1000-751,1,0.71,6.31,3.86,1.77
rue_1000-752,1,0.68,7.25,3.86,1.855
rue_1000-753,1,0.85,7.27,3.91,1.775
rue_1000-754,1,0.66,5.9,3.45,1.84
rue_1000-755,1,0.82,10.5,3.17,1.93
rue_1000-756,1,0.66,5.66,3.36,1.8
rue_1000-757,1,0.63,8.97,3.53,1.855
rue_1000-758,1,0.62,8.52,3.56,1.82
rue_1000-759,1,0.76,6.3,3.46,1.795
rue_1000-76,1,0.76,6.6,3.61,1.81
rue_1000-760,1,0.59,5.52,3.51,1.83
rue_1000-761,1,0.84,7.58,3.98,1.84
rue_1000-762,1,0.6,6.3,3.48,1.71
rue_1000-763,1,0.63,6.11,3.57,1.805
rue_1000-764,1,0.63,6.93,3.64,1.805
rue_1000-765,1,0.68,7.59,3.46,1.81
rue_1000-766,1,0.62,9.19,3.53,1.875
rue_1000-767,1,0.64,7.9,3.1,1.78
rue_1000-768,1,0.87,8.51,4.05,1.805
rue_1000-769,1,0.63,7.41,3.44,1.735
rue_1000-77,1,0.72,5.09,3.93,1.815
rue_1000-770,1,0.98,6.79,3.4,1.83
rue_1000-771,1,0.65,8.04,3.68,1.845
rue_1000-772,1,0.83,6.14,3.31,1.89
rue_1000-773,1,0.69,7.2,3.32,1.785
rue_1000-774,1,0.72,7.78,3.11,1.86
rue_1000-775,1,0.87,7.16,3.34,1.825
rue_1000-776,1,0.92,5.1,3.76,1.835
rue_1000-777,1,0.65,5.72,3.48,1.9
rue_1000-778,1,0.78,7.63,3.2,1.865
rue_1000-779,1,0.64,8.72,3.08,1.845
rue_1000-78,1,0.73,7.32,3.7,1.735
rue_1000-780,1,0.66,7.25,3.4,1.925
rue_1000-781,1,0.7,8.4,3.66,1.835
rue_1000-782,1,0.78,5.71,3.62,1.85
rue_1000-783,1,0.59,5.56,3.69,1.775
rue_1000-784,1,0.82,6.16,4.03,1.77
rue_1000-785,1,0.8,5.6,3.55,1.855
rue_1000-786,1,0.71,6.97,3.58,1.825
rue_1000-787,1,0.81,6.15,3.82,1.765
rue_1000-788,1,0.73,7.06,3.91,1.795
rue_1000-789,1,0.66,6.37,4.16,1.785
rue_1000-79,1,0.73,8.23,3.42,1.84
rue_1000-790,1,0.9,6.85,3.65,1.81
rue_1000-791,1,0.72,6.88,3.71,1.84
rue_1000-792,1,0.82,7.59,3.91,1.81
rue_1000-793,1,0.84,6.52,3.13,1.8
rue_1000-794,1,1,6.03,3.98,1.745
rue_1000-795,1,0.63,8.11,3.71,1.84
rue_1000-796,1,0.76,8.8,4.07,1.83
rue_1000-797,1,0.67,6.5,3.23,1.83
rue_1000-798,1,0.93,4.87,3.64,1.8
rue_1000-799,1,0.85,6.83,3.36,1.825
rue_1000-8,1,0.59,4.95,3.57,1.835
rue_1000-80,1,0.93,6.07,3.7,1.785
rue_1000-800,1,0.83,6.83,3.35,1.83
rue_1000-801,1,1.08,6.2,3.66,1.785
rue_1000-802,1,0.66,5.85,3.2,1.81
rue_1000-803,1,0.69,5.65,3.27,1.795
rue_1000-804,1,0.83,7.61,4.23,1.78
rue_1000-805,1,0.64,5.83,3.78,1.89
rue_1000-806,1,0.64,7.27,3.95,1.835
rue_1000-807,1,0.61,7.04,4.16,1.82
rue_1000-808,1,0.69,7.38,3.77,1.765
rue_1000-809,1,0.66,6.2,3.79,1.8
rue_1000-81,1,0.57,8.22,3.4,1.865
rue_1000-810,1,0.73,7.04,4.76,1.87
rue_1000-811,1,0.76,5.82,4.64,1.76
rue_1000-812,1,0.73,6.64,4.21,1.835
rue_1000-813,1,0.88,6.54,4,1.775
rue_1000-814,1,0.84,7.07,4.39,1.87
rue_1000-815,1,0.66,6.56,4.2,1.81
rue_1000-816,1,0.74,6.82,4.06,1.865
rue_1000-817,1,0.65,6.6,4.14,1.835
rue_1000-818,1,0.66,6.37,3.62,1.825
rue_1000-819,1,0.62,7.09,3.75,1.76
rue_1000-82,1,0.78,8.39,3.21,1.88
rue_1000-820,1,0.7,6.67,3.95,1.89
rue_1000-821,1,0.82,6.74,3.59,1.805
rue_1000-822,1,0.75,7.18,3.78,1.875
rue_1000-823,1,0.93,7.11,3.75,1.84
rue_1000-824,1,0.68,7.52,4.17,1.82
rue_1000-825,1,0.65,6.97,3.84,1.81
rue_1000-826,1,0.81,7.07,4.03,1.92
rue_1000-827,1,0.63,7.93,3.69,1.815
rue_1000-828,1,0.81,7.05,3.07,1.79
rue_1000-829,1,0.6,7.5,3.19,1.845
rue_1000-83,1,0.83,5.28,4.1,1.775
rue_1000-830,1,0.58,5.96,3.85,1.745
rue_1000-831,1,0.6,7.71,3.48,1.815
rue_1000-832,1,0.66,5.51,3.81,1.855
rue_1000-833,1,0.67,7.54,4.03,1.85
rue_1000-834,1,0.95,6.7,4.1,1.81
rue_1000-835,1,0.77,6.3,4.06,1.805
rue_1000-836,1,0.61,6.94,4.66,1.79
rue_1000-837,1,0.77,7.19,3.89,1.81
rue_1000-838,1,0.62,6.19,3.98,1.795
rue_1000-839,1,0.63,7.02,3.87,1.77
rue_1000-84,1,0.65,6.6,3.36,1.865
rue_1000-840,1,0.72,7.08,4.14,1.78
rue_1000-841,1,0.84,5.85,3.4,1.805
rue_1000-842,1,0.69,7.11,3.05,1.77
rue_1000-843,1,0.71,5.98,3.31,1.795
rue_1000-844,1,0.83,6.42,3.5,1.825
rue_1000-845,1,0.81,5.45,3.73,1.8
rue_1000-846,1,0.65,7.58,3.29,1.755
rue_1000-847,1,0.85,9.14,4.1,1.86
rue_1000-848,1,0.72,6.28,3.5,1.865
rue_1000-849,1,0.66,7.83,3.87,1.865
rue_1000-85,1,0.7,7.02,3.6,1.745
rue_1000-850,1,0.73,5.81,3.88,1.795
rue_1000-851,1,0.9,7.27,3.65,1.8
rue_1000-852,1,0.81,5.98,3.73,1.825
rue_1000-853,1,0.81,5.87,3.76,1.78
rue_1000-854,1,0.87,5.96,3.31,1.785
rue_1000-855,1,0.68,8.43,3.2,1.76
rue_1000-856,1,0.95,5.89,3.08,1.865
rue_1000-857,1,0.87,5.86,4.01,1.91
rue_1000-858,1,0.77,8.42,3.64,1.81
rue_1000-859,1,0.83,7.45,4.13,1.925
rue_1000-86,1,0.68,8.9,4.25,1.79
rue_1000-860,1,0.75,6.89,3.42,1.83
rue_1000-861,1,0.73,6.31,3.9,1.885
rue_1000-862,1,0.92,6.37,3.32,1.78
rue_1000-863,1,0.88,6.07,3.82,1.84
rue_1000-864,1,0.61,6.04,3.76,1.78
rue_1000-865,1,0.69,6.76,3.41,1.83
rue_1000-866,1,0.69,8.85,3.38,1.855
rue_1000-867,1,0.63,5.51,4.06,1.795
rue_1000-868,1,0.67,7.28,4.27,1.765
rue_1000-869,1,0.91,6.37,4.08,1.855
rue_1000-87,1,0.67,7.07,3.79,1.785
rue_1000-870,1,1,5.39,4.31,1.925
rue_1000-871,1,0.89,6.02,4.39,1.81
rue_1000-872,1,0.65,7.11,3.58,1.8
rue_1000-873,1,0.69,6.13,3.38,1.865
rue_1000-874,1,0.8,8.36,3.79,1.855
rue_1000-875,1,0.8,7.93,3.3,1.85
rue_1000-876,1,0.79,6.18,3.2,1.845
rue_1000-877,1,0.69,7.68,3.7,1.765
rue_1000-878,1,0.81,8.48,3.25,1.765
rue_1000-879,1,0.87,5.38,3.32,1.79
rue_1000-88,1,0.77,5.26,3.45,1.815
rue_1000-880,1,0.77,7.82,3.94,1.74
rue_1000-881,1,0.76,8.66,3.99,1.88
rue_1000-882,1,0.76,6.26,4.02,1.785
rue_1000-883,1,0.76,6.8,4.22,1.795
rue_1000-884,1,0.68,7.6,4.26,1.765
rue_1000-885,1,0.76,5.64,3.51,1.84
rue_1000-886,1,0.7,5.43,3.41,1.79
rue_1000-887,1,0.72,8.88,2.98,1.85
rue_1000-888,1,0.81,6.87,3.27,1.845
rue_1000-889,1,0.67,8.11,3.2,1.845
rue_1000-89,1,0.61,6.98,3.19,1.795
rue_1000-890,1,0.78,7,3.71,1.805
rue_1000-891,1,0.63,5.91,3.88,1.78
rue_1000-892,1,0.63,6.95,3.76,1.835
rue_1000-893,1,0.63,6.43,3.83,1.81
rue_1000-894,1,0.66,7.36,4.34,1.815
rue_1000-895,1,0.6,5.58,4.31,1.785
rue_1000-896,1,0.64,6.23,3.4,1.855
rue_1000-897,1,0.64,5.32,3.64,1.775
rue_1000-898,1,0.79,7.34,3.85,1.81
rue_1000-899,1,0.91,8.02,3.15,1.82
rue_1000-9,1,0.68,7.47,3.65,1.86
rue_1000-90,1,0.78,7.57,3.21,1.83
rue_1000-900,1,0.63,5.25,3.05,1.755
rue_1000-901,1,0.63,5.58,3.28,1.82
rue_1000-902,1,0.64,7.07,3.41,1.88
rue_1000-903,1,0.82,6.24,3.34,1.795
rue_1000-904,1,0.63,7.29,3.13,1.805
rue_1000-905,1,0.65,7.76,3.32,1.82
rue_1000-906,1,0.61,7.4,3.6,1.775
rue_1000-907,1,0.64,5.9,3.72,1.835
rue_1000-908,1,0.62,8.39,3.92,1.765
rue_1000-909,1,0.86,6.98,3.43,1.845
rue_1000-91,1,0.87,7.59,3.67,1.835
rue_1000-910,1,0.65,7.74,3.46,1.805
rue_1000-911,1,0.66,7.69,3.18,1.86
rue_1000-912,1,0.73,7.37,3.45,1.79
rue_1000-913,1,0.7,6.05,3.44,1.78
rue_1000-914,1,0.97,7.16,3.42,1.81
rue_1000-915,1,0.92,8.19,3.47,1.805
rue_1000-916,1,0.77,6.57,3.51,1.86
rue_1000-917,1,0.8,5.83,3.26,1.9
rue_1000-918,1,0.7,8.06,3.68,1.83
rue_1000-919,1,0.8,6.09,3.3,1.82
rue_1000-92,1,0.72,6.11,3.76,1.83
rue_1000-920,1,0.77,6.03,3.36,1.83
rue_1000-921,1,0.96,5.72,3.51,1.825
rue_1000-922,1,0.9,6.63,3.52,1.76
rue_1000-923,1,0.75,8.33,3.64,1.735
rue_1000-924,1,0.84,6.95,3.52,1.85
rue_1000-925,1,0.81,6.51,4.01,1.785
rue_1000-926,1,0.69,6.59,3.21,1.75
rue_1000-927,1,0.91,7.08,3.41,1.815
rue_1000-928,1,0.62,6.19,3.72,1.91
rue_1000-929,1,1,6.59,3.53,1.79
rue_1000-93,1,0.62,6.03,3.77,1.855
rue_1000-930,1,0.71,7.96,4.14,1.835
rue_1000-931,1,0.78,6.08,3.73,1.835
rue_1000-932,1,0.96,7.83,3.51,1.895
rue_1000-933,1,0.63,5.9,3.77,1.765
rue_1000-934,1,0.83,6.79,3.34,1.86
rue_1000-935,1,0.62,7.56,3.64,1.865
rue_1000-936,1,0.63,7.38,3.41,1.815
rue_1000-937,1,0.65,5.53,3.9,1.84
rue_1000-938,1,0.93,6.91,3.42,1.83
rue_1000-939,1,0.65,7.35,3.62,1.79
rue_1000-94,1,0.84,7.47,3.5,1.805
rue_1000-940,1,0.96,7.71,3.9,1.775
rue_1000-941,1,0.92,7.36,3.96,1.775
rue_1000-942,1,0.61,7.33,3.51,1.895
rue_1000-943,1,0.67,7.72,3.33,1.86
rue_1000-944,1,0.82,7.44,3.78,1.815
rue_1000-945,1,0.64,5.66,3.47,1.84
rue_1000-946,1,0.79,6.52,3.5,1.82
rue_1000-947,1,0.74,5.27,3.9,1.76
rue_1000-948,1,0.9,7.97,3.36,1.9
rue_1000-949,1,0.62,6.72,3.92,1.83
rue_1000-95,1,0.64,5.24,4.3,1.785
rue_1000-950,1,0.64,7.66,3.43,1.865
rue_1000-951,1,0.77,6.58,3.4,1.795
rue_1000-952,1,0.85,6.28,3.11,1.8
rue_1000-953,1,0.85,6.36,3.43,1.735
rue_1000-954,1,0.65,6.41,3.8,1.825
rue_1000-955,1,0.81,6.55,3.87,1.83
rue_1000-956,1,0.8,6.05,4.12,1.77
rue_1000-957,1,0.87,6.64,4.13,1.765
rue_1000-958,1,0.82,5.9,4.58,1.8
rue_1000-959,1,0.74,6.03,3.63,1.82
rue_1000-96,1,0.95,8.16,3.17,1.805
rue_1000-960,1,0.58,9.27,3.68,1.835
rue_1000-961,1,0.85,7.81,3.56,1.85
rue_1000-962,1,0.78,7.84,3.97,1.81
rue_1000-963,1,0.67,6.66,3.41,1.785
rue_1000-964,1,0.68,6.93,3.46,1.845
rue_1000-965,1,0.75,8.52,3.71,1.795
rue_1000-966,1,1.15,7.42,3.62,1.85
rue_1000-967,1,0.58,6.75,3.14,1.855
rue_1000-968,1,0.81,6.99,3.31,1.82
rue_1000-969,1,0.75,6.9,3.13,1.885
rue_1000-97,1,0.61,5.95,3.35,1.82
rue_1000-970,1,0.66,8.22,3.3,1.815
rue_1000-971,1,1.03,7.61,3.92,1.775
rue_1000-972,1,0.66,7.41,3.47,1.825
rue_1000-973,1,0.72,5.33,3.72,1.785
rue_1000-974,1,0.71,6.35,3.63,1.74
rue_1000-975,1,0.85,8.09,4.69,1.86
rue_1000-976,1,1.07,8.23,3.24,1.82
rue_1000-977,1,0.66,6.01,3.9,1.825
rue_1000-978,1,0.62,5.74,3.52,1.725
rue_1000-979,1,0.76,6.42,3.25,1.83
rue_1000-98,1,0.79,7.7,3.54,1.81
rue_1000-980,1,0.77,5.82,3.48,1.85
rue_1000-981,1,0.83,7.32,3.74,1.87
rue_1000-982,1,0.8,6.07,3.83,1.845
rue_1000-983,1,0.72,8.62,3.34,1.81
rue_1000-984,1,0.69,7.5,3.81,1.84
rue_1000-985,1,0.77,7.27,3.71,1.895
rue_1000-986,1,0.72,7.14,3.28,1.825
rue_1000-987,1,0.9,6.27,3.82,1.785
rue_1000-988,1,0.72,6.63,3.14,1.795
rue_1000-989,1,0.69,7.25,3.96,1.835
rue_1000-99,1,0.64,5.78,3.1,1.88
rue_1000-990,1,0.73,7.38,4.19,1.825
rue_1000-991,1,0.61,8.72,3.22,1.815
rue_1000-992,1,0.63,7.31,3.65,1.82
rue_1000-993,1,0.76,8.11,4.13,1.85
rue_1000-994,1,0.62,7.36,3.51,1.76
rue_1000-995,1,0.66,7.24,3.62,1.745
rue_1000-996,1,0.94,6.87,3.54,1.795
rue_1000-997,1,0.68,6.14,3.91,1.81
rue_1000-998,1,0.8,6.88,3.62,1.84
rue_1000-999,1,0.74,8.22,3.52,1.805
rue_1500-1,1,0.96,17.38,4.37,2.84
rue_1500-10,1,0.96,19.26,3.56,2.895
rue_1500-100,1,0.98,15.04,3.31,2.865
rue_1500-1000,1,1.37,12.53,3.57,2.875
rue_1500-101,1,0.99,17.2,3.71,2.855
rue_1500-102,1,0.97,13.87,3.99,2.925
rue_1500-103,1,0.96,18.84,3.7,2.905
rue_1500-104,1,1.06,16.41,3.34,2.78
rue_1500-105,1,0.82,16.7,3.25,2.89
rue_1500-106,1,0.88,15.85,3.8,2.81
rue_1500-107,1,0.77,16.18,3.44,2.87
rue_1500-108,1,1.22,15.01,3.64,2.78
rue_1500-109,1,0.96,19.79,3.76,2.795
rue_1500-11,1,0.97,12.23,3.58,2.735
rue_1500-110,1,1.02,13.48,3.54,2.745
rue_1500-111,1,1.02,18.99,3.49,2.875
rue_1500-112,1,0.97,20.23,4.12,2.845
rue_1500-113,1,1.03,9.61,3.91,2.74
rue_1500-114,1,1.02,15.02,4.13,2.785
rue_1500-115,1,0.97,23.12,3.88,2.745
rue_1500-116,1,1,17.87,3.67,2.855
rue_1500-117,1,0.86,13.18,3.48,2.865
rue_1500-118,1,0.83,16.49,4,2.745
rue_1500-119,1,1.09,17.18,3.9,2.82
rue_1500-12,1,0.99,15.18,4.08,2.765
rue_1500-120,1,1.31,17.55,3.68,2.835
rue_1500-121,1,0.99,22.81,4.1,2.77
rue_1500-122,1,1.08,12.8,3.9,2.83
rue_1500-123,1,0.92,12.34,4.66,2.86
rue_1500-124,1,0.92,18.24,4.33,2.87
rue_1500-125,1,0.96,15.2,4.58,2.865
rue_1500-126,1,1.08,19.4,4.66,2.83
rue_1500-127,1,1.05,19.85,4.03,2.74
rue_1500-128,1,1.12,12.94,3.96,2.805
rue_1500-129,1,0.85,13.91,3.48,2.79
rue_1500-13,1,1.12,14.28,4.18,2.825
rue_1500-130,1,0.62,15.69,4.07,2.785
rue_1500-131,1,1.03,17.15,3.61,2.87
rue_1500-132,1,0.87,15.83,3.77,2.855
rue_1500-133,1,0.97,9.93,3.47,2.635
rue_1500-134,1,0.88,14.7,4.64,2.785
rue_1500-135,1,0.93,18.37,4.7,2.88
rue_1500-136,1,0.88,17.25,4.8,2.895
rue_1500-137,1,0.96,11.18,4.7,2.79
rue_1500-138,1,0.92,16.39,4.6,2.86
rue_1500-139,1,0.89,14.01,4.67,2.86
rue_1500-14,1,1.09,16.02,3.78,2.865
rue_1500-140,1,0.92,18.77,3.91,2.895
rue_1500-141,1,1.15,19.07,3.69,2.82
rue_1500-142,1,1.15,19.87,3.86,2.82
rue_1500-143,1,1.12,15.05,4.42,2.825
rue_1500-144,1,0.95,16.61,4.48,2.76
rue_1500-145,1,0.91,15.81,3.42,2.8
rue_1500-146,1,0.94,17.07,4,2.81
rue_1500-147,1,0.99,11.06,3.9,2.795
rue_1500-148,1,0.97,17.74,4.05,2.76
rue_1500-149,1,0.95,16.13,3.69,2.765
rue_1500-15,1,1.07,19.27,4.49,2.88
rue_1500-150,1,1.07,22.21,3.55,2.93
rue_1500-151,1,1.19,15.23,4.22,2.81
rue_1500-152,1,1.03,12.96,3.82,2.85
